Ялта,2016-01-01,2:00,-8,-10,ясно; без осадков,768,68,северо-западный,2
Феодосия,2016-04-06,03:00,6,8,ясно; без осадков,761,79,южный,2
Армянск,2016-04-06,03:00,7,9,ясно; без осадков,760,83,западный,2
Черноморское,2016-04-06,03:00,7,9,ясно; без осадков,760,78,юго-восточный,5
Севастополь,2016-04-06,03:00,6,8,ясно; без осадков,760,76,восточный,3
Ялта,2016-04-10,03:00,15,17,ясно; без осадков,751,54,северный,4
Алушта,2016-04-10,03:00,14,16,ясно; без осадков,749,58,северный,2
Бахчисарай,2016-04-10,03:00,16,18,ясно; без осадков,731,41,восточный,4
Джанкой,2016-04-10,03:00,12,14,ясно; без осадков,752,85,северо-восточный,4
Евпатория,2016-04-10,03:00,13,15,ясно; без осадков,750,56,северо-восточный,5
Саки,2016-04-10,03:00,13,15,ясно; без осадков,749,51,северо-восточный,4
Керчь,2016-04-10,03:00,13,15,ясно; без осадков,752,79,восточный,6
Красноперекопск,2016-04-10,03:00,12,14,ясно; без осадков,752,84,северо-восточный,6
Щелкино,2016-04-10,03:00,12,14,ясно; без осадков,749,77,восточный,6
Симферополь,2016-04-10,03:00,17,19,ясно; без осадков,728,38,восточный,7
Судак,2016-04-10,03:00,12,14,ясно; без осадков,749,79,северо-восточный,3
Феодосия,2016-04-10,03:00,11,13,ясно; без осадков,752,84,восточный,3
Армянск,2016-04-10,03:00,12,14,ясно; без осадков,751,85,северо-восточный,7
Черноморское,2016-04-10,03:00,11,13,ясно; без осадков,749,62,северо-восточный,3
Севастополь,2016-04-10,03:00,12,14,ясно; без осадков,749,67,юго-западный,2
Ялта,2016-04-09,03:00,14,16,пасмурно; без осадков,756,44,северный,4
Алушта,2016-04-09,03:00,13,15,ясно; без осадков,755,45,северо-восточный,1
Бахчисарай,2016-04-09,03:00,14,16,пасмурно; без осадков,737,38,восточный,5
Джанкой,2016-04-09,03:00,11,13,ясно; без осадков,756,63,восточный,4
Евпатория,2016-04-09,03:00,12,14,ясно; без осадков,755,55,северо-восточный,5
Саки,2016-04-09,03:00,11,13,ясно; без осадков,755,50,северо-восточный,4
Керчь,2016-04-09,03:00,12,14,ясно; без осадков,758,79,восточный,4
Красноперекопск,2016-04-09,03:00,12,14,ясно; без осадков,756,62,восточный,5
Щелкино,2016-04-09,03:00,12,14,ясно; без осадков,755,79,восточный,4
Симферополь,2016-04-09,03:00,14,16,ясно; без осадков,734,36,юго-восточный,6
Судак,2016-04-09,03:00,10,12,ясно; без осадков,755,54,северо-восточный,3
Феодосия,2016-04-09,03:00,10,12,ясно; без осадков,757,70,юго-восточный,2
Армянск,2016-04-09,03:00,12,14,ясно; без осадков,755,74,восточный,6
Черноморское,2016-04-09,03:00,12,14,пасмурно; без осадков,754,49,восточный,5
Севастополь,2016-04-09,03:00,14,16,облачно; без осадков,754,53,северо-восточный,4
Ялта,2016-04-14,03:00,12,14,ясно; без осадков,756,85,западный,2
Алушта,2016-04-14,03:00,11,13,ясно; без осадков,754,87,юго-западный,1
Бахчисарай,2016-04-14,03:00,9,11,ясно; без осадков,738,93,южный,1
Джанкой,2016-04-14,03:00,10,12,пасмурно; без осадков,755,92,юго-западный,4
Евпатория,2016-04-14,03:00,9,11,пасмурно; без осадков,756,98,южный,5
Саки,2016-04-14,03:00,9,11,пасмурно; без осадков,755,97,южный,5
Керчь,2016-04-14,03:00,10,12,пасмурно; без осадков,757,97,южный,5
Красноперекопск,2016-04-14,03:00,10,12,пасмурно; без осадков,755,94,южный,3
Щелкино,2016-04-14,03:00,10,12,малооблачно; без осадков,754,95,южный,2
Симферополь,2016-04-14,03:00,9,11,ясно; без осадков,735,92,южный,4
Судак,2016-04-14,03:00,10,12,ясно; без осадков,754,91,юго-западный,2
Феодосия,2016-04-14,03:00,10,12,ясно; без осадков,756,92,юго-восточный,2
Армянск,2016-04-14,03:00,10,12,пасмурно; без осадков,755,95,южный,4
Черноморское,2016-04-14,03:00,9,11,пасмурно; без осадков,755,98,юго-восточный,5
Севастополь,2016-04-14,03:00,9,11,пасмурно; без осадков,756,98,юго-восточный,4
Ялта,2016-04-13,03:00,14,16,малооблачно; без осадков,757,79,северо-западный,1
Алушта,2016-04-13,03:00,13,15,малооблачно; без осадков,755,88,западный,1
Бахчисарай,2016-04-13,03:00,10,12,малооблачно; без осадков,740,95,восточный,1
Джанкой,2016-04-13,03:00,10,12,малооблачно; без осадков,757,90,юго-западный,3
Евпатория,2016-04-13,03:00,8,10,облачно; без осадков,758,98,юго-западный,3
Саки,2016-04-13,03:00,9,11,малооблачно; без осадков,757,97,юго-западный,2
Керчь,2016-04-13,03:00,12,14,облачно; без осадков,757,94,юго-западный,3
Красноперекопск,2016-04-13,03:00,8,10,пасмурно; без осадков,758,98,западный,5
Щелкино,2016-04-13,03:00,12,14,ясно; без осадков,754,92,юго-западный,4
Симферополь,2016-04-13,03:00,10,12,малооблачно; без осадков,736,95,южный,1
Судак,2016-04-13,03:00,12,14,ясно; без осадков,755,88,северо-западный,2
Феодосия,2016-04-13,03:00,12,14,малооблачно; без осадков,757,89,западный,2
Армянск,2016-04-13,03:00,9,11,облачно; без осадков,757,97,юго-западный,4
Черноморское,2016-04-13,03:00,7,9,пасмурно; без осадков,758,99,западный,3
Севастополь,2016-04-13,03:00,9,11,пасмурно; без осадков,758,98,северо-западный,3
Ялта,2016-04-12,03:00,15,17,ясно; без осадков,755,72,северо-западный,1
Алушта,2016-04-12,03:00,13,15,ясно; без осадков,753,78,северо-западный,1
Бахчисарай,2016-04-12,03:00,9,11,ясно; без осадков,738,92,северо-восточный,2
Джанкой,2016-04-12,03:00,10,12,пасмурно; без осадков,756,99,северный,1
Евпатория,2016-04-12,03:00,9,11,ясно; без осадков,756,95,северо-западный,2
Саки,2016-04-12,03:00,8,10,ясно; без осадков,755,97,северный,2
Керчь,2016-04-12,03:00,12,14,ясно; без осадков,756,96,северо-западный,3
Красноперекопск,2016-04-12,03:00,11,13,малооблачно; без осадков,757,98,северо-западный,2
Щелкино,2016-04-12,03:00,11,13,ясно; без осадков,753,97,северный,3
Симферополь,2016-04-12,03:00,9,11,ясно; без осадков,735,94,северо-восточный,2
Судак,2016-04-12,03:00,12,14,ясно; без осадков,753,87,северо-западный,3
Феодосия,2016-04-12,03:00,10,12,малооблачно; без осадков,755,96,северо-западный,4
Армянск,2016-04-12,03:00,11,13,малооблачно; без осадков,756,97,северо-западный,2
Черноморское,2016-04-12,03:00,8,10,ясно; без осадков,756,97,северо-западный,2
Севастополь,2016-04-12,03:00,11,13,ясно; без осадков,756,92,северный,3
Ялта,2016-04-15,03:00,12,14,облачно; дождь,755,80,северный,2
Алушта,2016-04-15,03:00,11,13,пасмурно; дождь,752,85,восточный,1
Бахчисарай,2016-04-15,03:00,13,15,малооблачно; без осадков,734,67,юго-восточный,5
Джанкой,2016-04-15,03:00,12,14,пасмурно; дождь,752,75,юго-восточный,2
Евпатория,2016-04-15,03:00,12,14,малооблачно; без осадков,752,73,южный,8
Саки,2016-04-15,03:00,14,16,облачно; без осадков,752,66,юго-восточный,5
Керчь,2016-04-15,03:00,11,13,ясно; без осадков,755,88,южный,8
Красноперекопск,2016-04-15,03:00,13,15,пасмурно; без осадков,752,74,южный,5
Щелкино,2016-04-15,03:00,11,13,пасмурно; без осадков,752,82,южный,9
Симферополь,2016-04-15,03:00,12,14,облачно; без осадков,731,68,юго-восточный,7
Судак,2016-04-15,03:00,11,13,облачно; дождь,752,86,южный,2
Феодосия,2016-04-15,03:00,12,14,малооблачно; без осадков,755,80,южный,7
Армянск,2016-04-15,03:00,13,15,пасмурно; дождь,752,79,южный,3
Черноморское,2016-04-15,03:00,11,13,облачно; без осадков,751,86,юго-восточный,7
Севастополь,2016-04-15,03:00,14,16,облачно; без осадков,752,67,юго-восточный,8
Ялта,2016-04-16,03:00,10,12,малооблачно; без осадков,758,82,юго-западный,5
Алушта,2016-04-16,03:00,10,12,малооблачно; без осадков,755,79,юго-западный,4
Бахчисарай,2016-04-16,03:00,7,9,облачно; без осадков,742,89,юго-западный,4
Джанкой,2016-04-16,03:00,8,10,пасмурно; дождь,758,86,западный,6
Евпатория,2016-04-16,03:00,10,12,облачно; без осадков,759,82,юго-западный,7
Саки,2016-04-16,03:00,10,12,пасмурно; без осадков,759,81,юго-западный,6
Керчь,2016-04-16,03:00,10,12,малооблачно; без осадков,757,86,западный,7
Красноперекопск,2016-04-16,03:00,9,11,пасмурно; дождь,758,79,западный,8
Щелкино,2016-04-16,03:00,9,11,пасмурно; без осадков,754,80,западный,11
Симферополь,2016-04-16,03:00,7,9,малооблачно; без осадков,737,88,юго-западный,6
Судак,2016-04-16,03:00,10,12,облачно; без осадков,755,75,юго-западный,6
Феодосия,2016-04-16,03:00,9,11,облачно; дождь,758,80,западный,6
Армянск,2016-04-16,03:00,9,11,пасмурно; дождь,757,81,западный,7
Черноморское,2016-04-16,03:00,10,12,ясно; без осадков,758,76,западный,7
Севастополь,2016-04-16,03:00,9,11,ясно; без осадков,760,87,юго-западный,5
Ялта,2016-04-11,03:00,13,15,ясно; без осадков,754,90,северо-западный,1
Алушта,2016-04-11,03:00,11,13,ясно; без осадков,752,93,юго-западный,1
Бахчисарай,2016-04-11,03:00,10,12,ясно; без осадков,735,87,юго-восточный,3
Джанкой,2016-04-11,03:00,8,10,ясно; без осадков,753,96,восточный,1
Евпатория,2016-04-11,03:00,11,13,ясно; без осадков,753,89,юго-восточный,5
Саки,2016-04-11,03:00,11,13,ясно; без осадков,752,88,юго-восточный,3
Керчь,2016-04-11,03:00,9,11,ясно; без осадков,755,95,южный,2
Красноперекопск,2016-04-11,03:00,9,11,ясно; без осадков,753,94,юго-восточный,2
Щелкино,2016-04-11,03:00,9,11,ясно; без осадков,752,92,юго-восточный,4
Симферополь,2016-04-11,03:00,10,12,ясно; без осадков,732,86,юго-восточный,3
Судак,2016-04-11,03:00,10,12,ясно; без осадков,752,92,западный,2
Феодосия,2016-04-11,03:00,10,12,ясно; без осадков,754,90,южный,3
Армянск,2016-04-11,03:00,10,12,ясно; без осадков,752,92,юго-восточный,2
Черноморское,2016-04-11,03:00,10,12,малооблачно; без осадков,752,94,юго-восточный,5
Севастополь,2016-04-11,03:00,12,14,ясно; без осадков,753,85,юго-восточный,6
Ялта,2016-04-20,03:00,17,19,пасмурно; без осадков,758,73,северный,4
Алушта,2016-04-20,03:00,15,17,пасмурно; без осадков,756,79,северный,1
Бахчисарай,2016-04-20,03:00,17,19,облачно; без осадков,740,57,северо-восточный,4
Джанкой,2016-04-20,03:00,15,17,пасмурно; дождь,758,92,северо-восточный,4
Евпатория,2016-04-20,03:00,15,17,пасмурно; без осадков,757,83,северо-восточный,6
Саки,2016-04-20,03:00,16,18,пасмурно; без осадков,756,76,северо-восточный,5
Керчь,2016-04-20,03:00,12,14,пасмурно; без осадков,759,90,юго-восточный,3
Красноперекопск,2016-04-20,03:00,15,17,пасмурно; дождь,758,89,северо-восточный,4
Щелкино,2016-04-20,03:00,15,17,малооблачно; без осадков,756,83,восточный,3
Симферополь,2016-04-20,03:00,16,18,облачно; без осадков,737,64,восточный,4
Судак,2016-04-20,03:00,15,17,пасмурно; без осадков,755,83,северо-восточный,4
Феодосия,2016-04-20,03:00,13,15,пасмурно; без осадков,758,87,восточный,3
Армянск,2016-04-20,03:00,15,17,пасмурно; без осадков,758,85,северо-восточный,5
Черноморское,2016-04-20,03:00,14,16,облачно; без осадков,756,85,восточный,4
Севастополь,2016-04-20,03:00,16,18,пасмурно; без осадков,757,65,восточный,4
Ялта,2016-04-18,03:00,14,16,ясно; без осадков,763,48,северо-западный,1
Алушта,2016-04-18,03:00,12,14,ясно; без осадков,761,66,западный,1
Бахчисарай,2016-04-18,03:00,9,11,ясно; без осадков,744,59,юго-восточный,2
Джанкой,2016-04-18,03:00,10,12,ясно; без осадков,762,74,юго-западный,2
Евпатория,2016-04-18,03:00,11,13,ясно; без осадков,763,83,южный,4
Саки,2016-04-18,03:00,10,12,ясно; без осадков,762,77,южный,3
Керчь,2016-04-18,03:00,10,12,ясно; без осадков,764,83,южный,5
Красноперекопск,2016-04-18,03:00,10,12,ясно; без осадков,762,82,южный,2
Щелкино,2016-04-18,03:00,10,12,ясно; без осадков,761,82,южный,6
Симферополь,2016-04-18,03:00,12,14,ясно; без осадков,741,48,юго-восточный,3
Судак,2016-04-18,03:00,10,12,ясно; без осадков,761,80,западный,2
Феодосия,2016-04-18,03:00,11,13,ясно; без осадков,763,73,южный,4
Армянск,2016-04-18,03:00,11,13,ясно; без осадков,761,84,южный,3
Черноморское,2016-04-18,03:00,10,12,ясно; без осадков,761,88,южный,5
Севастополь,2016-04-18,03:00,12,14,ясно; без осадков,762,63,юго-восточный,5
Ялта,2016-04-22,03:00,7,9,ясно; без осадков,767,74,юго-западный,2
Алушта,2016-04-22,03:00,8,10,ясно; без осадков,764,69,юго-западный,2
Бахчисарай,2016-04-22,03:00,4,6,ясно; без осадков,749,78,юго-западный,2
Джанкой,2016-04-22,03:00,5,7,ясно; без осадков,766,61,юго-западный,3
Евпатория,2016-04-22,03:00,9,11,ясно; без осадков,767,67,западный,4
Саки,2016-04-22,03:00,8,10,ясно; без осадков,766,68,западный,3
Керчь,2016-04-22,03:00,8,10,ясно; без осадков,766,74,западный,4
Красноперекопск,2016-04-22,03:00,8,10,ясно; без осадков,766,60,западный,4
Щелкино,2016-04-22,03:00,8,10,ясно; без осадков,763,68,западный,5
Симферополь,2016-04-22,03:00,4,6,ясно; без осадков,745,77,юго-западный,2
Судак,2016-04-22,03:00,8,10,ясно; без осадков,764,60,юго-западный,3
Феодосия,2016-04-22,03:00,8,10,ясно; без осадков,766,58,юго-западный,5
Армянск,2016-04-22,03:00,8,10,ясно; без осадков,765,60,западный,5
Черноморское,2016-04-22,03:00,7,9,ясно; без осадков,766,70,юго-западный,3
Севастополь,2016-04-22,03:00,9,11,ясно; без осадков,767,66,западный,4
Ялта,2016-04-19,03:00,21,23,ясно; без осадков,760,36,северо-западный,1
Алушта,2016-04-19,03:00,19,21,ясно; без осадков,758,39,юго-западный,1
Бахчисарай,2016-04-19,03:00,14,16,ясно; без осадков,742,54,юго-восточный,3
Джанкой,2016-04-19,03:00,13,15,ясно; без осадков,759,75,южный,3
Евпатория,2016-04-19,03:00,11,13,ясно; без осадков,760,89,южный,4
Саки,2016-04-19,03:00,12,14,ясно; без осадков,759,86,южный,4
Керчь,2016-04-19,03:00,11,13,ясно; без осадков,761,92,юго-восточный,5
Красноперекопск,2016-04-19,03:00,13,15,ясно; без осадков,759,81,южный,3
Щелкино,2016-04-19,03:00,11,13,ясно; без осадков,758,90,юго-восточный,6
Симферополь,2016-04-19,03:00,16,18,ясно; без осадков,739,42,южный,4
Судак,2016-04-19,03:00,16,18,ясно; без осадков,758,56,юго-западный,1
Феодосия,2016-04-19,03:00,12,14,ясно; без осадков,760,84,южный,3
Армянск,2016-04-19,03:00,13,15,ясно; без осадков,758,84,юго-западный,2
Черноморское,2016-04-19,03:00,12,14,ясно; без осадков,758,84,южный,5
Севастополь,2016-04-19,03:00,13,15,ясно; без осадков,760,73,юго-восточный,4
Ялта,2016-04-23,03:00,8,10,ясно; без осадков,762,91,северный,1
Алушта,2016-04-23,03:00,8,10,ясно; без осадков,760,87,юго-западный,1
Бахчисарай,2016-04-23,03:00,5,7,ясно; без осадков,743,71,юго-восточный,3
Джанкой,2016-04-23,03:00,5,7,ясно; без осадков,761,75,южный,2
Евпатория,2016-04-23,03:00,10,12,ясно; без осадков,761,76,южный,6
Саки,2016-04-23,03:00,8,10,ясно; без осадков,761,74,южный,4
Керчь,2016-04-23,03:00,9,11,ясно; без осадков,762,81,южный,7
Красноперекопск,2016-04-23,03:00,8,10,ясно; без осадков,761,71,южный,5
Щелкино,2016-04-23,03:00,9,11,ясно; без осадков,759,81,южный,7
Симферополь,2016-04-23,03:00,5,7,ясно; без осадков,739,67,юго-восточный,4
Судак,2016-04-23,03:00,8,10,ясно; без осадков,760,82,юго-западный,3
Феодосия,2016-04-23,03:00,9,11,ясно; без осадков,761,78,южный,7
Армянск,2016-04-23,03:00,10,12,ясно; без осадков,760,71,южный,6
Черноморское,2016-04-23,03:00,9,11,ясно; без осадков,760,83,южный,6
Севастополь,2016-04-23,03:00,9,11,ясно; без осадков,761,69,юго-восточный,6
Ялта,2016-04-24,03:00,12,14,пасмурно; без осадков,755,60,северный,3
Алушта,2016-04-24,03:00,11,13,пасмурно; без осадков,753,69,северный,1
Бахчисарай,2016-04-24,03:00,9,11,облачно; без осадков,737,56,северо-восточный,1
Джанкой,2016-04-24,03:00,10,12,пасмурно; без осадков,755,71,восточный,4
Евпатория,2016-04-24,03:00,10,12,облачно; без осадков,755,89,северо-западный,1
Саки,2016-04-24,03:00,9,11,облачно; без осадков,755,91,северо-восточный,1
Керчь,2016-04-24,03:00,13,15,пасмурно; без осадков,757,69,восточный,3
Красноперекопск,2016-04-24,03:00,10,12,облачно; без осадков,755,69,восточный,4
Щелкино,2016-04-24,03:00,12,14,пасмурно; без осадков,753,75,юго-восточный,3
Симферополь,2016-04-24,03:00,10,12,облачно; без осадков,733,52,восточный,2
Судак,2016-04-24,03:00,10,12,пасмурно; без осадков,753,77,северо-восточный,2
Феодосия,2016-04-24,03:00,10,12,пасмурно; без осадков,756,83,восточный,2
Армянск,2016-04-24,03:00,11,13,малооблачно; без осадков,755,70,восточный,5
Черноморское,2016-04-24,03:00,8,10,ясно; без осадков,755,91,западный,1
Севастополь,2016-04-24,03:00,10,12,малооблачно; без осадков,755,76,северный,4
Ялта,2016-04-17,03:00,13,15,ясно; без осадков,764,70,юго-западный,1
Алушта,2016-04-17,03:00,11,13,ясно; без осадков,762,77,южный,1
Бахчисарай,2016-04-17,03:00,9,11,ясно; без осадков,746,70,юго-восточный,3
Джанкой,2016-04-17,03:00,9,11,ясно; без осадков,763,79,южный,3
Евпатория,2016-04-17,03:00,11,13,ясно; без осадков,764,82,южный,6
Саки,2016-04-17,03:00,11,13,ясно; без осадков,763,75,южный,4
Керчь,2016-04-17,03:00,10,12,ясно; без осадков,765,89,южный,4
Красноперекопск,2016-04-17,03:00,10,12,ясно; без осадков,763,86,южный,4
Щелкино,2016-04-17,03:00,11,13,ясно; без осадков,761,81,южный,5
Симферополь,2016-04-17,03:00,9,11,ясно; без осадков,742,71,юго-восточный,4
Судак,2016-04-17,03:00,10,12,ясно; без осадков,762,87,юго-западный,2
Феодосия,2016-04-17,03:00,11,13,ясно; без осадков,764,78,южный,5
Армянск,2016-04-17,03:00,11,13,ясно; без осадков,762,87,южный,4
Черноморское,2016-04-17,03:00,10,12,ясно; без осадков,762,90,юго-восточный,5
Севастополь,2016-04-17,03:00,12,14,ясно; без осадков,764,69,юго-восточный,6
Ялта,2016-04-21,03:00,9,11,пасмурно; без осадков,758,82,западный,2
Алушта,2016-04-21,03:00,9,11,пасмурно; без осадков,755,80,западный,3
Бахчисарай,2016-04-21,03:00,7,9,пасмурно; без осадков,740,78,северо-западный,6
Джанкой,2016-04-21,03:00,9,11,пасмурно; без осадков,757,75,западный,6
Евпатория,2016-04-21,03:00,9,11,ясно; без осадков,759,77,северо-западный,6
Саки,2016-04-21,03:00,9,11,малооблачно; без осадков,758,74,северо-западный,5
Керчь,2016-04-21,03:00,10,12,пасмурно; без осадков,755,78,западный,12
Красноперекопск,2016-04-21,03:00,9,11,ясно; без осадков,758,78,западный,7
Щелкино,2016-04-21,03:00,9,11,пасмурно; без осадков,753,78,западный,13
Симферополь,2016-04-21,03:00,7,9,пасмурно; без осадков,737,84,западный,5
Судак,2016-04-21,03:00,9,11,пасмурно; без осадков,755,76,западный,6
Феодосия,2016-04-21,03:00,9,11,пасмурно; без осадков,756,76,западный,10
Армянск,2016-04-21,03:00,8,10,ясно; без осадков,757,82,западный,7
Черноморское,2016-04-21,03:00,9,11,ясно; без осадков,758,79,западный,7
Севастополь,2016-04-21,03:00,10,12,пасмурно; без осадков,759,73,северо-западный,9
Ялта,2016-04-26,03:00,11,13,малооблачно; без осадков,751,95,юго-западный,3
Алушта,2016-04-26,03:00,11,13,ясно; без осадков,749,91,южный,2
Бахчисарай,2016-04-26,03:00,9,11,пасмурно; без осадков,733,90,южный,4
Джанкой,2016-04-26,03:00,11,13,пасмурно; без осадков,749,80,южный,6
Евпатория,2016-04-26,03:00,10,12,облачно; без осадков,750,92,южный,7
Саки,2016-04-26,03:00,11,13,облачно; без осадков,750,89,южный,6
Керчь,2016-04-26,03:00,11,13,ясно; без осадков,752,92,южный,7
Красноперекопск,2016-04-26,03:00,11,13,пасмурно; без осадков,749,87,южный,5
Щелкино,2016-04-26,03:00,10,12,ясно; без осадков,748,92,южный,7
Симферополь,2016-04-26,03:00,9,11,пасмурно; без осадков,729,91,южный,6
Судак,2016-04-26,03:00,10,12,облачно; без осадков,749,94,южный,6
Феодосия,2016-04-26,03:00,10,12,малооблачно; без осадков,751,93,южный,7
Армянск,2016-04-26,03:00,11,13,пасмурно; без осадков,748,90,южный,6
Черноморское,2016-04-26,03:00,10,12,пасмурно; без осадков,749,92,юго-западный,4
Севастополь,2016-04-26,03:00,10,12,облачно; без осадков,751,92,южный,4
Ялта,2016-04-28,03:00,8,10,ясно; без осадков,762,83,северо-западный,2
Алушта,2016-04-28,03:00,8,10,ясно; без осадков,760,80,западный,1
Бахчисарай,2016-04-28,03:00,4,6,ясно; без осадков,743,89,южный,2
Джанкой,2016-04-28,03:00,7,9,ясно; без осадков,761,86,юго-западный,4
Евпатория,2016-04-28,03:00,10,12,ясно; без осадков,761,82,юго-западный,4
Саки,2016-04-28,03:00,9,11,малооблачно; без осадков,761,87,южный,3
Керчь,2016-04-28,03:00,9,11,малооблачно; без осадков,761,79,юго-западный,3
Красноперекопск,2016-04-28,03:00,9,11,ясно; без осадков,761,82,юго-западный,4
Щелкино,2016-04-28,03:00,9,11,ясно; без осадков,758,81,юго-западный,5
Симферополь,2016-04-28,03:00,5,7,ясно; без осадков,740,86,южный,3
Судак,2016-04-28,03:00,8,10,ясно; без осадков,759,80,западный,2
Феодосия,2016-04-28,03:00,9,11,ясно; без осадков,761,78,юго-западный,2
Армянск,2016-04-28,03:00,11,13,ясно; без осадков,760,83,юго-западный,6
Черноморское,2016-04-28,03:00,9,11,ясно; без осадков,761,84,юго-западный,4
Севастополь,2016-04-28,03:00,8,10,ясно; без осадков,762,88,южный,2
Ялта,2016-04-25,03:00,12,14,пасмурно; дождь,749,71,северо-западный,1
Алушта,2016-04-25,03:00,11,13,пасмурно; без осадков,747,73,западный,1
Бахчисарай,2016-04-25,03:00,10,12,пасмурно; без осадков,731,72,юго-восточный,1
Джанкой,2016-04-25,03:00,11,13,пасмурно; без осадков,748,79,юго-западный,1
Евпатория,2016-04-25,03:00,11,13,пасмурно; без осадков,749,78,южный,4
Саки,2016-04-25,03:00,11,13,пасмурно; без осадков,748,79,южный,3
Керчь,2016-04-25,03:00,12,14,пасмурно; без осадков,749,85,юго-восточный,2
Красноперекопск,2016-04-25,03:00,12,14,пасмурно; без осадков,748,92,восточный,1
Щелкино,2016-04-25,03:00,12,14,пасмурно; без осадков,746,80,южный,3
Симферополь,2016-04-25,03:00,10,12,пасмурно; без осадков,727,65,юго-восточный,2
Судак,2016-04-25,03:00,11,13,пасмурно; без осадков,746,65,западный,2
Феодосия,2016-04-25,03:00,12,14,пасмурно; без осадков,749,66,юго-западный,3
Армянск,2016-04-25,03:00,12,14,пасмурно; без осадков,747,89,северо-восточный,2
Черноморское,2016-04-25,03:00,11,13,пасмурно; без осадков,748,74,южный,2
Севастополь,2016-04-25,03:00,11,13,облачно; без осадков,749,79,юго-восточный,3
Ялта,2016-04-30,03:00,13,15,ясно; без осадков,763,62,северный,1
Алушта,2016-04-30,03:00,12,14,ясно; без осадков,761,68,северный,1
Бахчисарай,2016-04-30,03:00,5,7,ясно; без осадков,745,89,восточный,1
Джанкой,2016-04-30,03:00,7,9,ясно; без осадков,763,92,западный,2
Евпатория,2016-04-30,03:00,10,12,малооблачно; без осадков,764,78,северный,2
Саки,2016-04-30,03:00,8,10,малооблачно; без осадков,763,85,северо-восточный,1
Керчь,2016-04-30,03:00,11,13,малооблачно; без осадков,764,81,западный,2
Красноперекопск,2016-04-30,03:00,9,11,ясно; без осадков,764,88,северо-западный,3
Щелкино,2016-04-30,03:00,13,15,ясно; без осадков,761,74,западный,4
Симферополь,2016-04-30,03:00,7,9,ясно; без осадков,742,71,восточный,1
Судак,2016-04-30,03:00,10,12,ясно; без осадков,761,72,северо-западный,2
Феодосия,2016-04-30,03:00,10,12,ясно; без осадков,763,74,северо-западный,3
Армянск,2016-04-30,03:00,10,12,ясно; без осадков,763,78,северо-западный,3
Черноморское,2016-04-30,03:00,9,11,ясно; без осадков,763,88,северный,2
Севастополь,2016-04-30,03:00,9,11,ясно; без осадков,763,79,северо-восточный,2
Ялта,2016-05-02,03:00,11,13,ясно; без осадков,764,75,северный,2
Алушта,2016-05-02,03:00,12,14,ясно; без осадков,762,71,северо-западный,1
Бахчисарай,2016-05-02,03:00,6,8,ясно; без осадков,746,89,восточный,1
Джанкой,2016-05-02,03:00,9,11,малооблачно; без осадков,764,86,северо-западный,2
Евпатория,2016-05-02,03:00,11,13,ясно; без осадков,764,79,северный,2
Саки,2016-05-02,03:00,9,11,ясно; без осадков,764,80,северный,2
Керчь,2016-05-02,03:00,12,14,ясно; без осадков,764,83,северный,3
Красноперекопск,2016-05-02,03:00,10,12,ясно; без осадков,765,85,северный,3
Щелкино,2016-05-02,03:00,13,15,малооблачно; без осадков,761,84,северный,4
Симферополь,2016-05-02,03:00,7,9,ясно; без осадков,743,77,восточный,2
Судак,2016-05-02,03:00,11,13,ясно; без осадков,761,70,северо-западный,3
Феодосия,2016-05-02,03:00,11,13,ясно; без осадков,764,73,северо-западный,4
Армянск,2016-05-02,03:00,12,14,ясно; без осадков,764,80,северный,3
Черноморское,2016-05-02,03:00,10,12,ясно; без осадков,764,82,восточный,2
Севастополь,2016-05-02,03:00,10,12,ясно; без осадков,764,90,северный,2
Ялта,2016-05-01,03:00,11,13,ясно; без осадков,763,73,северо-западный,2
Алушта,2016-05-01,03:00,12,14,ясно; без осадков,761,71,северо-западный,2
Бахчисарай,2016-05-01,03:00,5,7,малооблачно; без осадков,745,88,восточный,1
Джанкой,2016-05-01,03:00,11,13,ясно; без осадков,763,89,северо-западный,2
Евпатория,2016-05-01,03:00,11,13,ясно; без осадков,764,86,северный,1
Саки,2016-05-01,03:00,9,11,ясно; без осадков,763,92,восточный,1
Керчь,2016-05-01,03:00,14,16,ясно; без осадков,763,84,северный,4
Красноперекопск,2016-05-01,03:00,12,14,ясно; без осадков,764,85,северный,2
Щелкино,2016-05-01,03:00,14,16,ясно; без осадков,760,83,северный,3
Симферополь,2016-05-01,03:00,8,10,малооблачно; без осадков,742,78,восточный,1
Судак,2016-05-01,03:00,12,14,ясно; без осадков,761,69,северо-западный,5
Феодосия,2016-05-01,03:00,12,14,ясно; без осадков,763,71,северо-западный,6
Армянск,2016-05-01,03:00,12,14,ясно; без осадков,763,81,северо-восточный,3
Черноморское,2016-05-01,03:00,10,12,ясно; без осадков,763,88,северо-западный,2
Севастополь,2016-05-01,03:00,10,12,малооблачно; без осадков,764,86,северный,2
Ялта,2016-04-29,03:00,11,13,ясно; без осадков,764,67,северо-западный,1
Алушта,2016-04-29,03:00,11,13,ясно; без осадков,762,66,юго-западный,1
Бахчисарай,2016-04-29,03:00,3,5,ясно; без осадков,746,82,восточный,1
Джанкой,2016-04-29,03:00,6,8,ясно; без осадков,764,92,юго-западный,2
Евпатория,2016-04-29,03:00,10,12,ясно; без осадков,764,87,юго-восточный,1
Саки,2016-04-29,03:00,7,9,ясно; без осадков,764,92,восточный,1
