Ялта,2014-01-01,1:00,3,5,пасмурно; без осадков,769,85,северо-восточный,5
Щелкино,2014-06-16,04:00,19,21,ясно; без осадков,757,65,северо-западный,2
Симферополь,2014-06-16,04:00,11,13,ясно; без осадков,739,82,юго-восточный,1
Судак,2014-06-16,04:00,14,16,ясно; без осадков,758,78,западный,1
Феодосия,2014-06-16,04:00,15,17,ясно; без осадков,760,74,западный,2
Армянск,2014-06-16,04:00,16,18,ясно; без осадков,759,76,западный,3
Черноморское,2014-06-16,04:00,20,22,ясно; без осадков,759,72,северо-западный,5
Севастополь,2014-06-16,04:00,18,20,ясно; без осадков,761,76,северный,2
Ялта,2014-06-17,04:00,18,20,ясно; без осадков,760,78,северо-восточный,1
Алушта,2014-06-17,04:00,17,19,ясно; без осадков,758,77,северо-восточный,1
Бахчисарай,2014-06-17,04:00,15,17,ясно; без осадков,743,79,северо-восточный,1
Джанкой,2014-06-17,04:00,17,19,ясно; без осадков,761,68,северо-западный,1
Евпатория,2014-06-17,04:00,18,20,ясно; без осадков,761,74,северный,2
Саки,2014-06-17,04:00,17,19,ясно; без осадков,760,77,северный,2
Керчь,2014-06-17,04:00,20,22,ясно; без осадков,761,70,северо-западный,1
Красноперекопск,2014-06-17,04:00,18,20,малооблачно; без осадков,761,65,северо-западный,2
Щелкино,2014-06-17,04:00,19,21,ясно; без осадков,758,68,западный,2
Симферополь,2014-06-17,04:00,13,15,ясно; без осадков,740,81,восточный,1
Судак,2014-06-17,04:00,17,19,ясно; без осадков,758,71,юго-западный,1
Феодосия,2014-06-17,04:00,17,19,ясно; без осадков,761,69,западный,1
Армянск,2014-06-17,04:00,18,20,малооблачно; без осадков,760,65,северо-западный,2
Черноморское,2014-06-17,04:00,20,22,малооблачно; без осадков,760,70,северный,4
Севастополь,2014-06-17,04:00,19,21,ясно; без осадков,761,77,северный,2
Ялта,2014-06-12,04:00,18,20,ясно; без осадков,756,73,северо-западный,5
Алушта,2014-06-12,04:00,18,20,ясно; без осадков,755,74,северо-западный,5
Бахчисарай,2014-06-12,04:00,16,18,ясно; без осадков,740,75,северо-западный,4
Джанкой,2014-06-12,04:00,18,20,ясно; без осадков,757,73,северо-западный,5
Евпатория,2014-06-12,04:00,19,21,ясно; без осадков,758,72,северо-западный,6
Саки,2014-06-12,04:00,18,20,ясно; без осадков,757,74,северо-западный,4
Керчь,2014-06-12,04:00,18,20,ясно; без осадков,755,79,северо-западный,8
Красноперекопск,2014-06-12,04:00,18,20,ясно; без осадков,758,70,северо-западный,5
Щелкино,2014-06-12,04:00,18,20,ясно; без осадков,753,78,северо-западный,8
Симферополь,2014-06-12,04:00,15,17,малооблачно; без осадков,736,78,северо-западный,3
Судак,2014-06-12,04:00,17,19,ясно; без осадков,754,74,северо-западный,5
Феодосия,2014-06-12,04:00,17,19,ясно; без осадков,756,77,северо-западный,6
Армянск,2014-06-12,04:00,18,20,ясно; без осадков,757,69,северо-западный,5
Черноморское,2014-06-12,04:00,20,22,ясно; без осадков,758,69,северо-западный,8
Севастополь,2014-06-12,04:00,19,21,ясно; без осадков,758,73,северо-западный,6
Ялта,2014-06-18,04:00,20,22,малооблачно; без осадков,759,81,юго-западный,2
Алушта,2014-06-18,04:00,20,22,малооблачно; без осадков,757,83,юго-западный,1
Бахчисарай,2014-06-18,04:00,16,18,малооблачно; без осадков,742,94,юго-восточный,1
Джанкой,2014-06-18,04:00,17,19,малооблачно; без осадков,759,80,северо-западный,2
Евпатория,2014-06-18,04:00,20,22,ясно; без осадков,759,89,южный,4
Саки,2014-06-18,04:00,18,20,ясно; без осадков,758,96,южный,2
Керчь,2014-06-18,04:00,18,20,облачно; без осадков,759,77,юго-западный,2
Красноперекопск,2014-06-18,04:00,16,18,облачно; без осадков,759,82,северо-восточный,2
Щелкино,2014-06-18,04:00,20,22,малооблачно; без осадков,756,79,юго-западный,4
Симферополь,2014-06-18,04:00,15,17,малооблачно; без осадков,738,94,южный,2
Судак,2014-06-18,04:00,18,20,малооблачно; без осадков,757,86,юго-западный,2
Феодосия,2014-06-18,04:00,18,20,облачно; без осадков,759,80,юго-западный,3
Армянск,2014-06-18,04:00,16,18,пасмурно; дождь,758,86,северо-восточный,3
Черноморское,2014-06-18,04:00,17,19,малооблачно; без осадков,758,72,восточный,2
Севастополь,2014-06-18,04:00,18,20,облачно; без осадков,759,94,южный,2
Ялта,2014-06-14,04:00,19,21,ясно; без осадков,755,91,юго-западный,4
Алушта,2014-06-14,04:00,18,20,ясно; без осадков,753,90,юго-западный,3
Бахчисарай,2014-06-14,04:00,16,18,ясно; без осадков,737,92,юго-западный,3
Джанкой,2014-06-14,04:00,17,19,ясно; без осадков,755,90,юго-западный,3
Евпатория,2014-06-14,04:00,19,21,ясно; без осадков,755,88,юго-западный,3
Саки,2014-06-14,04:00,18,20,ясно; без осадков,755,90,юго-западный,3
Керчь,2014-06-14,04:00,20,22,ясно; без осадков,755,78,западный,4
Красноперекопск,2014-06-14,04:00,18,20,ясно; без осадков,755,91,юго-западный,3
Щелкино,2014-06-14,04:00,19,21,ясно; без осадков,752,81,западный,4
Симферополь,2014-06-14,04:00,15,17,ясно; без осадков,734,94,южный,3
Судак,2014-06-14,04:00,17,19,ясно; без осадков,753,88,юго-западный,3
Феодосия,2014-06-14,04:00,17,19,ясно; без осадков,755,85,западный,2
Армянск,2014-06-14,04:00,18,20,ясно; без осадков,754,88,юго-западный,3
Черноморское,2014-06-14,04:00,20,22,ясно; без осадков,755,84,юго-западный,4
Севастополь,2014-06-14,04:00,19,21,ясно; без осадков,755,90,юго-западный,3
Ялта,2014-06-21,04:00,18,20,пасмурно; дождь,748,98,южный,5
Алушта,2014-06-21,04:00,18,20,облачно; без осадков,746,94,южный,5
Бахчисарай,2014-06-21,04:00,15,17,малооблачно; без осадков,730,92,восточный,2
Джанкой,2014-06-21,04:00,14,16,ясно; без осадков,748,99,северо-восточный,2
Евпатория,2014-06-21,04:00,17,19,пасмурно; без осадков,748,92,северный,6
Саки,2014-06-21,04:00,15,17,облачно; без осадков,748,95,северный,3
Керчь,2014-06-21,04:00,18,20,ясно; без осадков,749,92,южный,2
Красноперекопск,2014-06-21,04:00,15,17,ясно; без осадков,749,96,северный,2
Щелкино,2014-06-21,04:00,19,21,ясно; без осадков,746,91,юго-восточный,3
Симферополь,2014-06-21,04:00,15,17,малооблачно; без осадков,727,90,восточный,2
Судак,2014-06-21,04:00,18,20,облачно; без осадков,746,92,южный,5
Феодосия,2014-06-21,04:00,19,21,ясно; без осадков,749,88,южный,5
Армянск,2014-06-21,04:00,16,18,ясно; без осадков,748,95,северный,4
Черноморское,2014-06-21,04:00,16,18,пасмурно; дождь,748,94,северный,3
Севастополь,2014-06-21,04:00,18,20,пасмурно; дождь,747,92,юго-восточный,5
Ялта,2014-06-23,04:00,19,21,ясно; без осадков,762,77,северо-западный,4
Алушта,2014-06-23,04:00,17,19,ясно; без осадков,761,79,северо-западный,4
Бахчисарай,2014-06-23,04:00,12,14,ясно; без осадков,745,92,юго-восточный,2
Джанкой,2014-06-23,04:00,14,16,ясно; без осадков,762,86,юго-западный,2
Евпатория,2014-06-23,04:00,20,22,ясно; без осадков,763,75,юго-западный,4
Саки,2014-06-23,04:00,14,16,ясно; без осадков,762,91,юго-западный,3
Керчь,2014-06-23,04:00,16,18,ясно; без осадков,763,85,западный,3
Красноперекопск,2014-06-23,04:00,16,18,ясно; без осадков,762,84,юго-западный,2
Щелкино,2014-06-23,04:00,18,20,ясно; без осадков,760,83,юго-западный,5
Симферополь,2014-06-23,04:00,13,15,ясно; без осадков,742,91,южный,2
Судак,2014-06-23,04:00,16,18,ясно; без осадков,761,79,северо-западный,2
Феодосия,2014-06-23,04:00,16,18,ясно; без осадков,762,78,западный,3
Армянск,2014-06-23,04:00,17,19,ясно; без осадков,761,79,западный,3
Черноморское,2014-06-23,04:00,17,19,ясно; без осадков,761,86,юго-западный,3
Севастополь,2014-06-23,04:00,15,17,ясно; без осадков,763,85,западный,1
Ялта,2014-06-20,04:00,18,20,облачно; дождь,755,82,северный,7
Алушта,2014-06-20,04:00,18,20,пасмурно; дождь,752,73,северный,4
Бахчисарай,2014-06-20,04:00,16,18,облачно; без осадков,736,69,восточный,3
Джанкой,2014-06-20,04:00,18,20,ясно; без осадков,755,57,северо-восточный,5
Евпатория,2014-06-20,04:00,19,21,ясно; без осадков,754,59,северо-восточный,8
Саки,2014-06-20,04:00,17,19,ясно; без осадков,753,49,северо-восточный,6
Керчь,2014-06-20,04:00,20,22,ясно; без осадков,756,56,северо-восточный,6
Красноперекопск,2014-06-20,04:00,18,20,ясно; без осадков,755,57,северо-восточный,5
Щелкино,2014-06-20,04:00,20,22,облачно; без осадков,753,58,северо-восточный,8
Симферополь,2014-06-20,04:00,16,18,облачно; без осадков,733,62,восточный,5
Судак,2014-06-20,04:00,18,20,пасмурно; без осадков,752,68,северо-восточный,5
Феодосия,2014-06-20,04:00,19,21,облачно; без осадков,755,63,северо-восточный,4
Армянск,2014-06-20,04:00,18,20,ясно; без осадков,755,65,северо-восточный,5
Черноморское,2014-06-20,04:00,18,20,малооблачно; без осадков,754,50,северо-восточный,6
Севастополь,2014-06-20,04:00,17,19,пасмурно; дождь,753,78,северный,2
Ялта,2014-06-22,04:00,19,21,ясно; без осадков,758,82,западный,2
Алушта,2014-06-22,04:00,18,20,ясно; без осадков,756,83,западный,2
Бахчисарай,2014-06-22,04:00,13,15,ясно; без осадков,740,93,юго-восточный,2
Джанкой,2014-06-22,04:00,15,17,ясно; без осадков,757,89,юго-западный,2
Евпатория,2014-06-22,04:00,19,21,ясно; без осадков,758,82,юго-западный,3
Саки,2014-06-22,04:00,16,18,ясно; без осадков,758,91,юго-западный,2
Керчь,2014-06-22,04:00,18,20,ясно; без осадков,758,76,западный,4
Красноперекопск,2014-06-22,04:00,15,17,ясно; без осадков,758,87,западный,3
Щелкино,2014-06-22,04:00,19,21,малооблачно; без осадков,755,75,западный,6
Симферополь,2014-06-22,04:00,14,16,ясно; без осадков,737,92,южный,3
Судак,2014-06-22,04:00,17,19,малооблачно; без осадков,755,81,западный,3
Феодосия,2014-06-22,04:00,18,20,малооблачно; без осадков,758,73,западный,4
Армянск,2014-06-22,04:00,16,18,ясно; без осадков,757,83,западный,3
Черноморское,2014-06-22,04:00,16,18,ясно; без осадков,757,88,юго-западный,2
Севастополь,2014-06-22,04:00,16,18,ясно; без осадков,758,84,юго-западный,2
Ялта,2014-06-24,04:00,19,21,ясно; без осадков,763,65,северо-западный,2
Алушта,2014-06-24,04:00,19,21,ясно; без осадков,761,59,северо-западный,2
Бахчисарай,2014-06-24,04:00,11,13,ясно; без осадков,746,75,восточный,1
Джанкой,2014-06-24,04:00,13,15,ясно; без осадков,763,80,юго-западный,2
Евпатория,2014-06-24,04:00,19,21,ясно; без осадков,764,77,юго-западный,2
Саки,2014-06-24,04:00,14,16,ясно; без осадков,763,92,юго-восточный,2
Керчь,2014-06-24,04:00,15,17,ясно; без осадков,764,82,западный,3
Красноперекопск,2014-06-24,04:00,15,17,ясно; без осадков,763,85,юго-западный,2
Щелкино,2014-06-24,04:00,17,19,ясно; без осадков,761,76,западный,5
Симферополь,2014-06-24,04:00,12,14,ясно; без осадков,743,73,юго-восточный,2
Судак,2014-06-24,04:00,15,17,ясно; без осадков,761,75,северо-западный,2
Феодосия,2014-06-24,04:00,16,18,ясно; без осадков,764,68,западный,3
Армянск,2014-06-24,04:00,17,19,ясно; без осадков,762,80,юго-западный,3
Черноморское,2014-06-24,04:00,16,18,ясно; без осадков,763,85,юго-западный,2
Севастополь,2014-06-24,04:00,14,16,ясно; без осадков,764,81,восточный,1
Ялта,2014-06-19,04:00,20,22,ясно; без осадков,758,85,северо-западный,2
Алушта,2014-06-19,04:00,19,21,ясно; без осадков,756,84,северо-западный,2
Бахчисарай,2014-06-19,04:00,15,17,ясно; без осадков,741,93,северный,2
Джанкой,2014-06-19,04:00,15,17,ясно; без осадков,759,74,северный,4
Евпатория,2014-06-19,04:00,18,20,ясно; без осадков,759,75,северный,5
Саки,2014-06-19,04:00,16,18,ясно; без осадков,759,80,северный,3
Керчь,2014-06-19,04:00,18,20,облачно; без осадков,759,84,северо-западный,3
Красноперекопск,2014-06-19,04:00,16,18,ясно; без осадков,760,58,северный,4
Щелкино,2014-06-19,04:00,18,20,облачно; дождь,756,81,северный,4
Симферополь,2014-06-19,04:00,14,16,ясно; без осадков,738,94,северный,2
Судак,2014-06-19,04:00,18,20,малооблачно; без осадков,756,82,северо-западный,5
Феодосия,2014-06-19,04:00,18,20,малооблачно; без осадков,758,86,северо-западный,5
Армянск,2014-06-19,04:00,16,18,ясно; без осадков,759,57,северный,5
Черноморское,2014-06-19,04:00,17,19,ясно; без осадков,759,77,северный,4
Севастополь,2014-06-19,04:00,17,19,ясно; без осадков,759,88,северный,4
Ялта,2014-06-25,04:00,19,21,ясно; без осадков,758,71,юго-западный,1
Алушта,2014-06-25,04:00,19,21,ясно; без осадков,757,72,южный,1
Бахчисарай,2014-06-25,04:00,12,14,ясно; без осадков,740,66,юго-восточный,3
Джанкой,2014-06-25,04:00,16,18,малооблачно; без осадков,758,72,южный,2
Евпатория,2014-06-25,04:00,20,22,ясно; без осадков,758,79,южный,8
Саки,2014-06-25,04:00,18,20,ясно; без осадков,758,62,южный,4
Керчь,2014-06-25,04:00,16,18,ясно; без осадков,759,90,южный,2
Красноперекопск,2014-06-25,04:00,18,20,малооблачно; без осадков,758,65,южный,3
Щелкино,2014-06-25,04:00,18,20,ясно; без осадков,756,86,южный,5
Симферополь,2014-06-25,04:00,15,17,ясно; без осадков,737,51,юго-восточный,3
Судак,2014-06-25,04:00,16,18,ясно; без осадков,757,82,юго-западный,2
Феодосия,2014-06-25,04:00,18,20,ясно; без осадков,758,86,южный,4
Армянск,2014-06-25,04:00,19,21,малооблачно; без осадков,757,69,южный,4
Черноморское,2014-06-25,04:00,19,21,малооблачно; без осадков,757,78,южный,6
Севастополь,2014-06-25,04:00,18,20,ясно; без осадков,758,73,юго-восточный,5
Ялта,2014-06-26,04:00,19,21,малооблачно; без осадков,755,96,юго-западный,2
Алушта,2014-06-26,04:00,19,21,облачно; без осадков,754,94,южный,1
Бахчисарай,2014-06-26,04:00,14,16,ясно; без осадков,737,93,юго-восточный,2
Джанкой,2014-06-26,04:00,15,17,ясно; без осадков,755,95,юго-восточный,2
Евпатория,2014-06-26,04:00,19,21,малооблачно; без осадков,755,89,южный,5
Саки,2014-06-26,04:00,18,20,малооблачно; без осадков,755,93,юго-восточный,2
Керчь,2014-06-26,04:00,18,20,малооблачно; без осадков,757,89,южный,4
Красноперекопск,2014-06-26,04:00,17,19,ясно; без осадков,755,94,юго-восточный,2
Щелкино,2014-06-26,04:00,18,20,ясно; без осадков,753,91,южный,5
Симферополь,2014-06-26,04:00,14,16,ясно; без осадков,734,92,юго-восточный,2
Судак,2014-06-26,04:00,17,19,ясно; без осадков,754,91,южный,2
Феодосия,2014-06-26,04:00,18,20,ясно; без осадков,756,90,южный,3
Армянск,2014-06-26,04:00,17,19,ясно; без осадков,755,92,юго-восточный,3
Черноморское,2014-06-26,04:00,17,19,ясно; без осадков,754,96,южный,2
Севастополь,2014-06-26,04:00,18,20,малооблачно; без осадков,755,93,юго-восточный,4
Ялта,2014-06-27,04:00,19,21,ясно; без осадков,757,86,западный,4
Алушта,2014-06-27,04:00,19,21,ясно; без осадков,755,86,западный,3
Бахчисарай,2014-06-27,04:00,15,17,ясно; без осадков,740,88,западный,2
Джанкой,2014-06-27,04:00,15,17,ясно; без осадков,756,75,западный,5
Евпатория,2014-06-27,04:00,17,19,ясно; без осадков,758,75,западный,6
Саки,2014-06-27,04:00,16,18,ясно; без осадков,757,78,западный,3
Керчь,2014-06-27,04:00,20,22,ясно; без осадков,756,70,юго-западный,8
Красноперекопск,2014-06-27,04:00,15,17,ясно; без осадков,756,68,западный,6
Щелкино,2014-06-27,04:00,20,22,ясно; без осадков,753,69,юго-западный,10
Симферополь,2014-06-27,04:00,14,16,ясно; без осадков,737,88,юго-западный,4
Судак,2014-06-27,04:00,19,21,ясно; без осадков,755,80,западный,4
Феодосия,2014-06-27,04:00,20,22,ясно; без осадков,756,71,западный,5
Армянск,2014-06-27,04:00,15,17,ясно; без осадков,755,71,западный,8
Черноморское,2014-06-27,04:00,16,18,ясно; без осадков,757,71,западный,5
Севастополь,2014-06-27,04:00,17,19,ясно; без осадков,758,81,северо-западный,4
Ялта,2014-06-29,04:00,19,21,ясно; без осадков,764,76,северо-восточный,2
Алушта,2014-06-29,04:00,18,20,ясно; без осадков,762,65,северо-западный,2
Бахчисарай,2014-06-29,04:00,13,15,ясно; без осадков,746,64,северо-восточный,3
Джанкой,2014-06-29,04:00,15,17,ясно; без осадков,764,69,северный,2
Евпатория,2014-06-29,04:00,18,20,ясно; без осадков,764,72,северо-восточный,5
Саки,2014-06-29,04:00,14,16,ясно; без осадков,764,69,северо-восточный,2
Керчь,2014-06-29,04:00,18,20,ясно; без осадков,764,57,северный,3
Красноперекопск,2014-06-29,04:00,13,15,ясно; без осадков,765,75,северо-восточный,3
Щелкино,2014-06-29,04:00,19,21,ясно; без осадков,761,54,северный,5
Симферополь,2014-06-29,04:00,13,15,ясно; без осадков,743,62,северо-восточный,2
Судак,2014-06-29,04:00,17,19,ясно; без осадков,762,60,северо-западный,3
Феодосия,2014-06-29,04:00,17,19,ясно; без осадков,764,67,северо-западный,3
Армянск,2014-06-29,04:00,15,17,ясно; без осадков,764,72,северо-восточный,3
Черноморское,2014-06-29,04:00,16,18,ясно; без осадков,764,69,северо-восточный,3
Севастополь,2014-06-29,04:00,17,19,ясно; без осадков,764,57,северо-восточный,3
Ялта,2014-06-28,04:00,19,21,ясно; без осадков,761,78,северный,3
Алушта,2014-06-28,04:00,18,20,ясно; без осадков,760,79,северный,2
Бахчисарай,2014-06-28,04:00,13,15,ясно; без осадков,744,88,северо-восточный,2
Джанкой,2014-06-28,04:00,13,15,ясно; без осадков,762,90,юго-западный,2
Евпатория,2014-06-28,04:00,18,20,ясно; без осадков,762,80,северо-западный,3
Саки,2014-06-28,04:00,14,16,ясно; без осадков,761,84,северный,2
Керчь,2014-06-28,04:00,19,21,ясно; без осадков,762,62,северо-восточный,1
Красноперекопск,2014-06-28,04:00,14,16,ясно; без осадков,762,84,северо-западный,2
Щелкино,2014-06-28,04:00,19,21,ясно; без осадков,759,64,юго-восточный,1
Симферополь,2014-06-28,04:00,13,15,ясно; без осадков,741,87,северо-восточный,2
Судак,2014-06-28,04:00,16,18,ясно; без осадков,760,78,северный,3
Феодосия,2014-06-28,04:00,16,18,ясно; без осадков,762,76,северо-западный,2
Армянск,2014-06-28,04:00,16,18,ясно; без осадков,761,76,северо-западный,3
Черноморское,2014-06-28,04:00,16,18,ясно; без осадков,761,87,северо-западный,2
Севастополь,2014-06-28,04:00,16,18,ясно; без осадков,762,80,северо-восточный,3
Ялта,2014-07-01,04:00,22,24,ясно; без осадков,758,74,северный,4
Алушта,2014-07-01,04:00,22,24,ясно; без осадков,756,74,северный,2
Бахчисарай,2014-07-01,04:00,14,16,ясно; без осадков,740,84,восточный,1
Джанкой,2014-07-01,04:00,19,21,ясно; без осадков,758,74,восточный,3
Евпатория,2014-07-01,04:00,19,21,ясно; без осадков,758,80,северо-восточный,3
Саки,2014-07-01,04:00,16,18,ясно; без осадков,758,85,северо-восточный,2
Керчь,2014-07-01,04:00,22,24,ясно; без осадков,759,60,северо-восточный,4
Красноперекопск,2014-07-01,04:00,18,20,ясно; без осадков,758,81,восточный,2
Щелкино,2014-07-01,04:00,22,24,ясно; без осадков,756,65,восточный,5
Симферополь,2014-07-01,04:00,15,17,ясно; без осадков,737,85,восточный,2
Судак,2014-07-01,04:00,20,22,ясно; без осадков,756,74,северо-восточный,3
Феодосия,2014-07-01,04:00,20,22,ясно; без осадков,758,74,северо-восточный,3
Армянск,2014-07-01,04:00,19,21,ясно; без осадков,758,79,восточный,3
Черноморское,2014-07-01,04:00,17,19,ясно; без осадков,758,90,восточный,2
Севастополь,2014-07-01,04:00,17,19,ясно; без осадков,758,86,северо-восточный,2
Ялта,2014-07-02,04:00,22,24,ясно; без осадков,760,82,северо-западный,4
Алушта,2014-07-02,04:00,20,22,ясно; без осадков,758,85,северо-западный,3
Бахчисарай,2014-07-02,04:00,17,19,малооблачно; без осадков,743,93,южный,1
Джанкой,2014-07-02,04:00,18,20,ясно; без осадков,760,86,юго-западный,2
Евпатория,2014-07-02,04:00,20,22,малооблачно; без осадков,761,95,юго-западный,3
Саки,2014-07-02,04:00,19,21,пасмурно; без осадков,760,99,юго-западный,2
Керчь,2014-07-02,04:00,21,23,ясно; без осадков,760,78,юго-западный,3
Красноперекопск,2014-07-02,04:00,19,21,ясно; без осадков,760,93,юго-западный,3
Щелкино,2014-07-02,04:00,21,23,ясно; без осадков,757,83,западный,5
Симферополь,2014-07-02,04:00,16,18,малооблачно; без осадков,740,96,южный,2
Судак,2014-07-02,04:00,19,21,ясно; без осадков,758,89,северо-западный,1
Феодосия,2014-07-02,04:00,20,22,ясно; без осадков,760,75,западный,2
Армянск,2014-07-02,04:00,19,21,ясно; без осадков,759,92,юго-западный,4
Черноморское,2014-07-02,04:00,19,21,ясно; без осадков,760,91,юго-западный,2
Севастополь,2014-07-02,04:00,20,22,пасмурно; без осадков,761,94,северо-западный,1
Ялта,2014-06-30,04:00,21,23,ясно; без осадков,762,64,северный,6
Алушта,2014-06-30,04:00,20,22,ясно; без осадков,760,62,северный,3
Бахчисарай,2014-06-30,04:00,12,14,ясно; без осадков,745,84,северо-восточный,2
Джанкой,2014-06-30,04:00,16,18,ясно; без осадков,763,82,северо-восточный,3
Евпатория,2014-06-30,04:00,17,19,ясно; без осадков,763,71,северо-восточный,5
Саки,2014-06-30,04:00,15,17,ясно; без осадков,762,68,северо-восточный,3
Керчь,2014-06-30,04:00,21,23,ясно; без осадков,763,56,северо-восточный,6
Красноперекопск,2014-06-30,04:00,14,16,ясно; без осадков,764,81,северо-восточный,2
Щелкино,2014-06-30,04:00,21,23,ясно; без осадков,760,65,северо-восточный,7
Симферополь,2014-06-30,04:00,13,15,ясно; без осадков,742,75,северо-восточный,2
Судак,2014-06-30,04:00,19,21,ясно; без осадков,760,70,северный,5
Феодосия,2014-06-30,04:00,19,21,ясно; без осадков,762,71,северный,4
Армянск,2014-06-30,04:00,16,18,ясно; без осадков,763,76,северо-восточный,3
Черноморское,2014-06-30,04:00,15,17,ясно; без осадков,762,67,северо-восточный,2
Севастополь,2014-06-30,04:00,16,18,ясно; без осадков,762,81,северо-восточный,2
Ялта,2014-07-03,04:00,23,25,облачно; без осадков,763,69,северо-западный,4
Алушта,2014-07-03,04:00,21,23,малооблачно; без осадков,761,73,северо-западный,3
Бахчисарай,2014-07-03,04:00,16,18,ясно; без осадков,746,78,северо-восточный,2
Джанкой,2014-07-03,04:00,18,20,ясно; без осадков,764,62,северный,3
Евпатория,2014-07-03,04:00,20,22,ясно; без осадков,764,67,северный,5
Саки,2014-07-03,04:00,18,20,ясно; без осадков,764,64,северный,3
Керчь,2014-07-03,04:00,22,24,ясно; без осадков,763,79,северный,5
Красноперекопск,2014-07-03,04:00,18,20,ясно; без осадков,764,59,северный,3
Щелкино,2014-07-03,04:00,22,24,ясно; без осадков,761,74,северный,6
Симферополь,2014-07-03,04:00,16,18,ясно; без осадков,743,76,северо-восточный,2
Судак,2014-07-03,04:00,21,23,ясно; без осадков,761,66,северо-западный,5
Феодосия,2014-07-03,04:00,21,23,ясно; без осадков,763,74,северо-западный,5
Армянск,2014-07-03,04:00,18,20,ясно; без осадков,764,62,северный,4
Черноморское,2014-07-03,04:00,19,21,ясно; без осадков,764,67,северный,3
Севастополь,2014-07-03,04:00,19,21,ясно; без осадков,764,72,северо-восточный,4
Ялта,2014-07-04,04:00,22,24,пасмурно; без осадков,758,81,западный,2
Алушта,2014-07-04,04:00,21,23,малооблачно; без осадков,757,75,северо-западный,2
Бахчисарай,2014-07-04,04:00,18,20,облачно; без осадков,741,77,северо-восточный,1
Джанкой,2014-07-04,04:00,19,21,ясно; без осадков,759,61,северный,3
Евпатория,2014-07-04,04:00,20,22,ясно; без осадков,759,66,северный,5
Саки,2014-07-04,04:00,18,20,ясно; без осадков,758,66,северный,2
Керчь,2014-07-04,04:00,21,23,ясно; без осадков,758,77,северо-западный,4
Красноперекопск,2014-07-04,04:00,19,21,ясно; без осадков,760,53,северный,3
Щелкино,2014-07-04,04:00,21,23,ясно; без осадков,756,75,северный,4
Симферополь,2014-07-04,04:00,18,20,облачно; без осадков,738,71,северо-восточный,2
Судак,2014-07-04,04:00,21,23,облачно; без осадков,756,60,северо-западный,4
Феодосия,2014-07-04,04:00,20,22,ясно; без осадков,758,66,северо-западный,4
Армянск,2014-07-04,04:00,19,21,ясно; без осадков,759,56,северный,5
Черноморское,2014-07-04,04:00,20,22,ясно; без осадков,759,62,северный,3
Севастополь,2014-07-04,04:00,20,22,облачно; без осадков,759,78,северный,2
Ялта,2014-07-05,04:00,22,24,ясно; без осадков,758,63,северо-западный,5
Алушта,2014-07-05,04:00,21,23,ясно; без осадков,756,67,северо-западный,4
Бахчисарай,2014-07-05,04:00,16,18,ясно; без осадков,741,65,северный,2
Джанкой,2014-07-05,04:00,19,21,ясно; без осадков,758,53,северный,4
Евпатория,2014-07-05,04:00,21,23,ясно; без осадков,759,56,северный,6
Саки,2014-07-05,04:00,20,22,ясно; без осадков,758,47,северный,4
Керчь,2014-07-05,04:00,22,24,ясно; без осадков,758,70,северный,6
Красноперекопск,2014-07-05,04:00,19,21,ясно; без осадков,760,56,северный,3
Щелкино,2014-07-05,04:00,22,24,ясно; без осадков,755,64,северный,8
Симферополь,2014-07-05,04:00,17,19,ясно; без осадков,738,63,северный,3
Судак,2014-07-05,04:00,21,23,ясно; без осадков,755,68,северный,6
Феодосия,2014-07-05,04:00,22,24,ясно; без осадков,758,67,северный,6
Армянск,2014-07-05,04:00,19,21,ясно; без осадков,759,60,северный,5
Черноморское,2014-07-05,04:00,20,22,ясно; без осадков,759,64,северный,5
Севастополь,2014-07-05,04:00,20,22,ясно; без осадков,758,56,северный,4
Ялта,2014-07-09,04:00,22,24,ясно; без осадков,755,86,западный,1
Алушта,2014-07-09,04:00,21,23,ясно; без осадков,754,82,северо-западный,2
Бахчисарай,2014-07-09,04:00,16,18,ясно; без осадков,738,91,восточный,2
Джанкой,2014-07-09,04:00,19,21,ясно; без осадков,755,83,северо-западный,2
Евпатория,2014-07-09,04:00,21,23,ясно; без осадков,756,80,северный,2
Саки,2014-07-09,04:00,18,20,ясно; без осадков,755,85,северный,1
Керчь,2014-07-09,04:00,20,22,ясно; без осадков,755,81,северо-западный,2
Красноперекопск,2014-07-09,04:00,19,21,ясно; без осадков,756,86,северо-западный,2
Щелкино,2014-07-09,04:00,21,23,ясно; без осадков,753,78,северо-западный,4
Симферополь,2014-07-09,04:00,16,18,ясно; без осадков,735,90,восточный,1
Судак,2014-07-09,04:00,20,22,ясно; без осадков,754,81,северо-западный,2
Феодосия,2014-07-09,04:00,20,22,ясно; без осадков,755,80,западный,3
Армянск,2014-07-09,04:00,19,21,ясно; без осадков,755,81,северный,2
Черноморское,2014-07-09,04:00,19,21,ясно; без осадков,755,90,северный,2
Севастополь,2014-07-09,04:00,19,21,ясно; без осадков,756,84,северо-восточный,2
Ялта,2014-07-06,04:00,23,25,ясно; без осадков,758,69,северо-западный,2
Алушта,2014-07-06,04:00,21,23,ясно; без осадков,755,71,западный,2
Бахчисарай,2014-07-06,04:00,15,17,ясно; без осадков,740,74,восточный,2
Джанкой,2014-07-06,04:00,18,20,ясно; без осадков,758,61,северный,3
