Ялта,2013-01-01,1:00,5,7,ясно; без осадков,761,83,северо-восточный,1
Феодосия,2013-10-02,03:00,10,12,пасмурно; дождь,752,95,северо-восточный,6
Армянск,2013-10-02,03:00,7,9,пасмурно; дождь,754,92,северо-восточный,10
Черноморское,2013-10-02,03:00,8,10,пасмурно; дождь,752,90,северо-восточный,14
Севастополь,2013-10-02,03:00,11,13,пасмурно; дождь,751,91,северо-восточный,11
Ялта,2013-09-27,03:00,17,19,ясно; без осадков,755,83,юго-западный,6
Ялта,2013-09-27,09:00,18,20,малооблачно; без осадков,755,83,западный,6
Алушта,2013-09-27,03:00,17,19,ясно; без осадков,750,85,южный,6
Алушта,2013-09-27,09:00,18,20,облачно; без осадков,750,82,западный,6
Бахчисарай,2013-09-27,03:00,13,15,ясно; без осадков,737,82,юго-западный,6
Бахчисарай,2013-09-27,09:00,13,15,облачно; без осадков,737,83,западный,6
Джанкой,2013-09-27,03:00,14,16,ясно; без осадков,755,85,южный,6
Джанкой,2013-09-27,09:00,14,16,малооблачно; без осадков,755,79,западный,6
Евпатория,2013-09-27,03:00,16,18,ясно; без осадков,753,85,юго-западный,7
Евпатория,2013-09-27,09:00,15,17,облачно; без осадков,755,83,западный,8
Саки,2013-09-27,03:00,16,18,ясно; без осадков,755,84,южный,7
Саки,2013-09-27,09:00,15,17,пасмурно; без осадков,755,83,западный,7
Керчь,2013-09-27,03:00,15,17,ясно; без осадков,752,85,южный,10
Керчь,2013-09-27,09:00,15,17,ясно; без осадков,751,86,юго-западный,8
Красноперекопск,2013-09-27,03:00,16,18,ясно; без осадков,753,90,юго-западный,7
Красноперекопск,2013-09-27,09:00,15,17,малооблачно; без осадков,755,79,западный,7
Щелкино,2013-09-27,03:00,14,16,ясно; без осадков,752,88,южный,9
Щелкино,2013-09-27,09:00,15,17,малооблачно; без осадков,752,84,юго-западный,8
Симферополь,2013-09-27,03:00,12,14,ясно; без осадков,734,82,южный,6
Симферополь,2013-09-27,09:00,13,15,пасмурно; без осадков,734,82,западный,5
Судак,2013-09-27,03:00,17,19,ясно; без осадков,752,91,южный,5
Судак,2013-09-27,09:00,19,21,малооблачно; без осадков,752,78,юго-западный,5
Феодосия,2013-09-27,03:00,17,19,ясно; без осадков,755,91,южный,6
Феодосия,2013-09-27,09:00,19,21,малооблачно; без осадков,754,79,юго-западный,6
Армянск,2013-09-27,03:00,14,16,ясно; без осадков,753,90,юго-западный,7
Армянск,2013-09-27,09:00,13,15,облачно; без осадков,755,80,западный,7
Черноморское,2013-09-27,03:00,16,18,ясно; без осадков,754,86,юго-западный,8
Черноморское,2013-09-27,09:00,14,16,облачно; без осадков,755,85,северо-западный,10
Севастополь,2013-09-27,03:00,15,17,ясно; без осадков,756,84,юго-западный,7
Севастополь,2013-09-27,09:00,15,17,облачно; без осадков,757,84,западный,7
Ялта,2013-09-28,03:00,9,11,ясно; без осадков,762,72,северо-восточный,4
Алушта,2013-09-28,03:00,8,10,ясно; без осадков,757,75,северо-восточный,2
Бахчисарай,2013-09-28,03:00,5,7,ясно; без осадков,743,73,северо-восточный,2
Джанкой,2013-09-28,03:00,6,8,ясно; без осадков,761,77,северо-западный,3
Евпатория,2013-09-28,03:00,9,11,ясно; без осадков,760,64,северный,2
Саки,2013-09-28,03:00,8,10,ясно; без осадков,761,70,северный,1
Керчь,2013-09-28,03:00,9,11,ясно; без осадков,758,63,северный,3
Красноперекопск,2013-09-28,03:00,7,9,ясно; без осадков,761,77,северо-западный,3
Щелкино,2013-09-28,03:00,9,11,ясно; без осадков,759,63,северо-западный,3
Симферополь,2013-09-28,03:00,3,5,ясно; без осадков,740,80,восточный,1
Судак,2013-09-28,03:00,8,10,ясно; без осадков,759,78,северо-западный,2
Феодосия,2013-09-28,03:00,8,10,ясно; без осадков,761,75,северо-западный,2
Армянск,2013-09-28,03:00,6,8,ясно; без осадков,761,76,северо-западный,3
Черноморское,2013-09-28,03:00,10,12,ясно; без осадков,761,59,северный,4
Севастополь,2013-09-28,03:00,9,11,ясно; без осадков,761,66,северо-восточный,4
Ялта,2013-10-01,03:00,13,15,пасмурно; без осадков,759,76,северо-восточный,7
Алушта,2013-10-01,03:00,11,13,пасмурно; без осадков,755,75,северо-восточный,6
Бахчисарай,2013-10-01,03:00,9,11,пасмурно; без осадков,741,74,северо-восточный,6
Джанкой,2013-10-01,03:00,10,12,пасмурно; без осадков,761,66,северо-восточный,5
Евпатория,2013-10-01,03:00,12,14,пасмурно; без осадков,758,71,северо-восточный,7
Саки,2013-10-01,03:00,12,14,пасмурно; без осадков,759,71,северо-восточный,6
Керчь,2013-10-01,03:00,9,11,пасмурно; без осадков,758,65,северо-восточный,7
Красноперекопск,2013-10-01,03:00,11,13,пасмурно; без осадков,761,66,северо-восточный,5
Щелкино,2013-10-01,03:00,10,12,пасмурно; без осадков,758,65,северо-восточный,6
Симферополь,2013-10-01,03:00,8,10,пасмурно; без осадков,738,72,северо-восточный,4
Судак,2013-10-01,03:00,11,13,пасмурно; без осадков,758,75,северо-восточный,3
Феодосия,2013-10-01,03:00,11,13,пасмурно; без осадков,761,72,северо-восточный,4
Армянск,2013-10-01,03:00,10,12,пасмурно; без осадков,761,66,северо-восточный,5
Черноморское,2013-10-01,03:00,10,12,пасмурно; без осадков,760,71,северо-восточный,8
Севастополь,2013-10-01,03:00,12,14,пасмурно; без осадков,760,75,северо-восточный,8
Ялта,2013-09-29,03:00,14,16,пасмурно; без осадков,761,73,северо-восточный,1
Алушта,2013-09-29,03:00,11,13,пасмурно; без осадков,756,76,северо-восточный,1
Бахчисарай,2013-09-29,03:00,7,9,пасмурно; без осадков,743,77,северо-восточный,1
Джанкой,2013-09-29,03:00,6,8,малооблачно; без осадков,762,75,юго-западный,2
Евпатория,2013-09-29,03:00,9,11,пасмурно; без осадков,761,74,северо-восточный,1
Саки,2013-09-29,03:00,9,11,пасмурно; без осадков,761,78,северо-восточный,1
Керчь,2013-09-29,03:00,10,12,пасмурно; без осадков,758,64,юго-западный,2
Красноперекопск,2013-09-29,03:00,7,9,ясно; без осадков,761,78,южный,2
Щелкино,2013-09-29,03:00,9,11,пасмурно; без осадков,759,65,юго-западный,3
Симферополь,2013-09-29,03:00,6,8,пасмурно; без осадков,741,82,северо-восточный,1
Судак,2013-09-29,03:00,9,11,пасмурно; без осадков,759,78,юго-восточный,1
Феодосия,2013-09-29,03:00,9,11,пасмурно; без осадков,762,77,западный,1
Армянск,2013-09-29,03:00,6,8,ясно; без осадков,761,75,юго-западный,2
Черноморское,2013-09-29,03:00,12,14,облачно; без осадков,761,68,юго-западный,1
Севастополь,2013-09-29,03:00,9,11,пасмурно; без осадков,763,74,северо-восточный,2
Ялта,2013-09-30,03:00,13,15,облачно; без осадков,762,68,северо-восточный,3
Алушта,2013-09-30,03:00,10,12,малооблачно; без осадков,758,70,северо-восточный,2
Бахчисарай,2013-09-30,03:00,8,10,малооблачно; без осадков,744,69,северо-восточный,3
Джанкой,2013-09-30,03:00,8,10,ясно; без осадков,763,74,северо-западный,2
Евпатория,2013-09-30,03:00,11,13,ясно; без осадков,761,68,северо-восточный,3
Саки,2013-09-30,03:00,10,12,ясно; без осадков,762,70,северо-восточный,3
Керчь,2013-09-30,03:00,9,11,ясно; без осадков,760,62,северо-западный,3
Красноперекопск,2013-09-30,03:00,7,9,ясно; без осадков,763,78,северо-западный,3
Щелкино,2013-09-30,03:00,9,11,ясно; без осадков,761,64,северо-западный,3
Симферополь,2013-09-30,03:00,6,8,ясно; без осадков,741,71,северо-восточный,2
Судак,2013-09-30,03:00,9,11,ясно; без осадков,761,73,северо-западный,1
Феодосия,2013-09-30,03:00,9,11,ясно; без осадков,763,72,северо-западный,2
Армянск,2013-09-30,03:00,6,8,ясно; без осадков,763,77,северо-западный,3
Черноморское,2013-09-30,03:00,11,13,ясно; без осадков,763,62,северо-восточный,4
Севастополь,2013-09-30,03:00,12,14,малооблачно; без осадков,764,67,северо-восточный,4
Ялта,2013-10-08,03:00,7,9,малооблачно; без осадков,773,75,восточный,2
Алушта,2013-10-08,03:00,4,6,малооблачно; без осадков,768,78,северо-восточный,1
Бахчисарай,2013-10-08,03:00,0,2,малооблачно; без осадков,755,82,восточный,1
Джанкой,2013-10-08,03:00,0,2,ясно; без осадков,774,78,южный,1
Евпатория,2013-10-08,03:00,5,7,малооблачно; без осадков,772,75,восточный,1
Саки,2013-10-08,03:00,3,5,малооблачно; без осадков,773,81,восточный,1
Керчь,2013-10-08,03:00,7,9,облачно; без осадков,770,64,северный,2
Красноперекопск,2013-10-08,03:00,1,3,ясно; без осадков,773,81,южный,2
Щелкино,2013-10-08,03:00,6,8,облачно; без осадков,772,65,северо-западный,2
Симферополь,2013-10-08,03:00,-1,-3,ясно; без осадков,752,91,восточный,1
Судак,2013-10-08,03:00,4,6,ясно; без осадков,772,75,северный,1
Феодосия,2013-10-08,03:00,4,6,ясно; без осадков,774,73,северо-западный,2
Армянск,2013-10-08,03:00,0,2,ясно; без осадков,774,78,южный,1
Черноморское,2013-10-08,03:00,4,6,малооблачно; без осадков,773,64,восточный,2
Севастополь,2013-10-08,03:00,4,6,облачно; без осадков,775,73,восточный,2
Ялта,2013-10-06,03:00,5,7,облачно; без осадков,767,77,северо-западный,2
Ялта,2013-10-06,03:00,5,7,облачно; без осадков,767,77,северо-западный,2
Алушта,2013-10-06,03:00,4,6,облачно; без осадков,762,79,северо-западный,3
Алушта,2013-10-06,03:00,4,6,облачно; без осадков,762,79,северо-западный,3
Бахчисарай,2013-10-06,03:00,2,4,пасмурно; без осадков,749,75,северо-западный,3
Бахчисарай,2013-10-06,03:00,2,4,пасмурно; без осадков,749,75,северо-западный,3
Джанкой,2013-10-06,03:00,3,5,пасмурно; без осадков,768,71,северо-западный,4
Джанкой,2013-10-06,03:00,3,5,пасмурно; без осадков,768,71,северо-западный,4
Евпатория,2013-10-06,03:00,4,6,пасмурно; без осадков,767,69,северный,5
Евпатория,2013-10-06,03:00,4,6,пасмурно; без осадков,767,69,северный,5
Саки,2013-10-06,03:00,4,6,пасмурно; без осадков,767,72,северный,4
Саки,2013-10-06,03:00,4,6,пасмурно; без осадков,767,72,северный,4
Керчь,2013-10-06,03:00,4,6,облачно; без осадков,764,77,северный,5
Керчь,2013-10-06,03:00,4,6,облачно; без осадков,764,77,северный,5
Красноперекопск,2013-10-06,03:00,4,6,пасмурно; без осадков,768,65,северо-западный,4
Красноперекопск,2013-10-06,03:00,4,6,пасмурно; без осадков,768,65,северо-западный,4
Щелкино,2013-10-06,03:00,4,6,облачно; без осадков,765,75,северо-западный,6
Щелкино,2013-10-06,03:00,4,6,облачно; без осадков,765,75,северо-западный,6
Симферополь,2013-10-06,03:00,0,2,облачно; без осадков,746,78,северо-западный,2
Симферополь,2013-10-06,03:00,0,2,облачно; без осадков,746,78,северо-западный,2
Судак,2013-10-06,03:00,2,4,ясно; без осадков,765,85,северо-западный,3
Судак,2013-10-06,03:00,2,4,ясно; без осадков,765,85,северо-западный,3
Феодосия,2013-10-06,03:00,3,5,ясно; без осадков,767,83,северо-западный,4
Феодосия,2013-10-06,03:00,3,5,ясно; без осадков,767,83,северо-западный,4
Армянск,2013-10-06,03:00,3,5,пасмурно; без осадков,768,64,северо-западный,4
Армянск,2013-10-06,03:00,3,5,пасмурно; без осадков,768,64,северо-западный,4
Черноморское,2013-10-06,03:00,4,6,пасмурно; без осадков,769,66,северный,7
Черноморское,2013-10-06,03:00,4,6,пасмурно; без осадков,769,66,северный,7
Севастополь,2013-10-06,03:00,4,6,пасмурно; без осадков,770,72,северный,4
Севастополь,2013-10-06,03:00,4,6,пасмурно; без осадков,770,72,северный,4
Ялта,2013-10-05,03:00,6,8,малооблачно; без осадков,764,81,северо-западный,6
Алушта,2013-10-05,03:00,4,6,облачно; без осадков,761,86,северо-западный,6
Бахчисарай,2013-10-05,03:00,1,3,облачно; без осадков,749,84,северо-западный,5
Джанкой,2013-10-05,03:00,2,4,пасмурно; без осадков,767,88,северо-западный,6
Евпатория,2013-10-05,03:00,4,6,пасмурно; без осадков,765,80,северо-западный,6
Саки,2013-10-05,03:00,4,6,пасмурно; без осадков,766,84,северо-западный,6
Керчь,2013-10-05,03:00,5,7,пасмурно; дождь,760,88,северо-западный,9
Красноперекопск,2013-10-05,03:00,3,5,пасмурно; без осадков,766,84,северо-западный,6
Щелкино,2013-10-05,03:00,3,5,пасмурно; без осадков,761,90,северо-западный,9
Симферополь,2013-10-05,03:00,-1,1,пасмурно; без осадков,745,91,северо-западный,4
Судак,2013-10-05,03:00,1,3,пасмурно; без осадков,763,92,северо-западный,7
Феодосия,2013-10-05,03:00,2,4,пасмурно; без осадков,765,92,северо-западный,8
Армянск,2013-10-05,03:00,2,4,облачно; без осадков,766,84,северо-западный,6
Черноморское,2013-10-05,03:00,4,6,облачно; без осадков,767,77,северный,8
Севастополь,2013-10-05,03:00,4,6,облачно; без осадков,768,78,северо-западный,7
Ялта,2013-10-03,03:00,7,9,пасмурно; без осадков,756,90,северо-западный,5
Алушта,2013-10-03,03:00,8,10,пасмурно; без осадков,752,92,северо-западный,6
Бахчисарай,2013-10-03,03:00,3,5,пасмурно; без осадков,737,91,северо-западный,6
Джанкой,2013-10-03,03:00,5,7,пасмурно; дождь,757,90,северный,7
Евпатория,2013-10-03,03:00,6,8,пасмурно; дождь,755,87,северный,9
Саки,2013-10-03,03:00,6,8,пасмурно; дождь,756,90,северный,8
Керчь,2013-10-03,03:00,8,10,пасмурно; дождь,750,88,северный,8
Красноперекопск,2013-10-03,03:00,5,7,пасмурно; дождь,759,90,северный,7
Щелкино,2013-10-03,03:00,8,10,пасмурно; дождь,752,86,северный,8
Симферополь,2013-10-03,03:00,2,4,пасмурно; без осадков,734,95,северо-западный,6
Судак,2013-10-03,03:00,8,10,пасмурно; без осадков,753,95,северо-западный,7
Феодосия,2013-10-03,03:00,9,11,пасмурно; без осадков,755,92,северо-западный,6
Армянск,2013-10-03,03:00,3,5,пасмурно; дождь,759,89,северный,7
Черноморское,2013-10-03,03:00,4,6,пасмурно; дождь,759,84,северный,11
Севастополь,2013-10-03,03:00,6,8,пасмурно; без осадков,758,85,северо-западный,7
Ялта,2013-10-04,03:00,5,7,облачно; без осадков,763,82,северо-западный,7
Алушта,2013-10-04,03:00,4,6,пасмурно; без осадков,758,86,северо-западный,6
Бахчисарай,2013-10-04,03:00,0,2,облачно; без осадков,746,86,северо-западный,6
Джанкой,2013-10-04,03:00,2,4,пасмурно; без осадков,764,89,северо-западный,8
Евпатория,2013-10-04,03:00,4,6,пасмурно; без осадков,764,85,северо-западный,8
Саки,2013-10-04,03:00,3,5,пасмурно; без осадков,764,87,северо-западный,7
Керчь,2013-10-04,03:00,6,8,пасмурно; без осадков,756,80,западный,10
Красноперекопск,2013-10-04,03:00,3,5,пасмурно; без осадков,764,87,северо-западный,8
Щелкино,2013-10-04,03:00,4,6,пасмурно; без осадков,758,84,западный,10
Симферополь,2013-10-04,03:00,-1,1,пасмурно; без осадков,743,91,северо-западный,5
Судак,2013-10-04,03:00,3,5,пасмурно; без осадков,760,91,западный,7
Феодосия,2013-10-04,03:00,3,5,пасмурно; без осадков,762,90,западный,8
Армянск,2013-10-04,03:00,2,4,пасмурно; без осадков,764,87,северо-западный,8
Черноморское,2013-10-04,03:00,4,6,пасмурно; без осадков,766,81,северо-западный,11
Севастополь,2013-10-04,03:00,3,5,облачно; без осадков,766,83,северо-западный,8
Ялта,2013-10-07,03:00,6,8,малооблачно; без осадков,771,74,северо-восточный,3
Алушта,2013-10-07,03:00,3,5,малооблачно; без осадков,767,75,северный,2
Бахчисарай,2013-10-07,03:00,-1,1,ясно; без осадков,754,76,северо-восточный,3
Джанкой,2013-10-07,03:00,2,4,облачно; без осадков,773,69,северо-западный,1
Евпатория,2013-10-07,03:00,4,6,ясно; без осадков,771,66,северо-восточный,3
Саки,2013-10-07,03:00,2,4,ясно; без осадков,772,71,северо-восточный,2
Керчь,2013-10-07,03:00,5,7,пасмурно; без осадков,769,62,северный,3
Красноперекопск,2013-10-07,03:00,4,6,облачно; без осадков,772,66,северо-западный,1
Щелкино,2013-10-07,03:00,4,6,облачно; без осадков,770,62,северо-западный,3
Симферополь,2013-10-07,03:00,-1,-3,ясно; без осадков,751,80,северо-восточный,2
Судак,2013-10-07,03:00,1,3,малооблачно; без осадков,770,74,северо-западный,2
Феодосия,2013-10-07,03:00,2,4,малооблачно; без осадков,773,70,северо-западный,3
Армянск,2013-10-07,03:00,3,5,облачно; без осадков,773,65,северо-западный,1
Черноморское,2013-10-07,03:00,5,7,малооблачно; без осадков,772,59,северо-восточный,3
Севастополь,2013-10-07,03:00,3,5,малооблачно; без осадков,773,70,северо-восточный,3
Ялта,2013-10-09,03:00,8,10,ясно; без осадков,773,79,восточный,3
Алушта,2013-10-09,03:00,6,8,ясно; без осадков,767,79,восточный,2
Бахчисарай,2013-10-09,03:00,3,5,ясно; без осадков,754,84,восточный,2
Джанкой,2013-10-09,03:00,3,5,ясно; без осадков,773,80,юго-западный,1
Евпатория,2013-10-09,03:00,8,10,ясно; без осадков,771,78,восточный,2
Саки,2013-10-09,03:00,6,8,ясно; без осадков,772,83,восточный,1
Керчь,2013-10-09,03:00,6,8,ясно; без осадков,770,73,северный,1
Красноперекопск,2013-10-09,03:00,3,5,ясно; без осадков,773,82,юго-западный,1
Щелкино,2013-10-09,03:00,6,8,ясно; без осадков,770,73,северный,1
Симферополь,2013-10-09,03:00,1,3,ясно; без осадков,751,89,восточный,1
Судак,2013-10-09,03:00,5,7,ясно; без осадков,771,73,восточный,1
Феодосия,2013-10-09,03:00,6,8,ясно; без осадков,773,75,северный,1
Армянск,2013-10-09,03:00,2,4,ясно; без осадков,773,82,юго-западный,1
Черноморское,2013-10-09,03:00,5,7,ясно; без осадков,773,74,восточный,1
Севастополь,2013-10-09,03:00,8,10,ясно; без осадков,773,77,восточный,3
Ялта,2013-10-10,03:00,11,13,ясно; без осадков,767,84,восточный,5
Алушта,2013-10-10,03:00,9,11,ясно; без осадков,762,87,восточный,3
Бахчисарай,2013-10-10,03:00,7,9,ясно; без осадков,749,85,восточный,3
Джанкой,2013-10-10,03:00,6,8,ясно; без осадков,767,90,восточный,3
Евпатория,2013-10-10,03:00,11,13,ясно; без осадков,765,83,восточный,2
Саки,2013-10-10,03:00,10,12,ясно; без осадков,766,85,восточный,2
Керчь,2013-10-10,03:00,8,10,ясно; без осадков,765,83,восточный,3
Красноперекопск,2013-10-10,03:00,5,7,ясно; без осадков,767,93,восточный,3
Щелкино,2013-10-10,03:00,8,10,ясно; без осадков,766,83,восточный,4
Симферополь,2013-10-10,03:00,4,6,ясно; без осадков,745,87,юго-восточный,2
Судак,2013-10-10,03:00,8,10,малооблачно; без осадков,765,92,юго-восточный,3
Феодосия,2013-10-10,03:00,8,10,ясно; без осадков,768,90,юго-восточный,3
Армянск,2013-10-10,03:00,5,7,ясно; без осадков,767,93,восточный,3
Черноморское,2013-10-10,03:00,7,9,ясно; без осадков,767,83,восточный,3
Севастополь,2013-10-10,03:00,11,13,ясно; без осадков,767,83,восточный,4
Ялта,2013-10-11,03:00,13,15,ясно; без осадков,765,75,восточный,2
Алушта,2013-10-11,03:00,12,14,ясно; без осадков,761,69,восточный,1
Бахчисарай,2013-10-11,03:00,10,12,ясно; без осадков,746,71,восточный,2
Джанкой,2013-10-11,03:00,9,11,ясно; без осадков,765,80,юго-восточный,2
Евпатория,2013-10-11,03:00,13,15,ясно; без осадков,763,78,юго-восточный,2
Саки,2013-10-11,03:00,12,14,ясно; без осадков,764,73,юго-восточный,2
Керчь,2013-10-11,03:00,9,11,ясно; без осадков,762,88,северо-восточный,2
Красноперекопск,2013-10-11,03:00,8,10,ясно; без осадков,765,90,юго-восточный,1
Щелкино,2013-10-11,03:00,9,11,малооблачно; без осадков,763,83,восточный,1
Симферополь,2013-10-11,03:00,8,10,ясно; без осадков,743,64,восточный,1
Судак,2013-10-11,03:00,12,14,ясно; без осадков,763,62,южный,1
Феодосия,2013-10-11,03:00,11,13,ясно; без осадков,766,67,юго-западный,1
Армянск,2013-10-11,03:00,6,8,ясно; без осадков,765,92,юго-восточный,1
Черноморское,2013-10-11,03:00,10,12,ясно; без осадков,764,89,юго-восточный,3
Севастополь,2013-10-11,03:00,12,14,ясно; без осадков,766,79,восточный,3
Ялта,2013-10-14,03:00,12,14,облачно; без осадков,767,88,северный,1
Алушта,2013-10-14,03:00,10,12,малооблачно; без осадков,762,88,северный,1
Бахчисарай,2013-10-14,03:00,9,11,облачно; без осадков,749,91,юго-восточный,1
Джанкой,2013-10-14,03:00,10,12,пасмурно; без осадков,767,87,юго-западный,1
Евпатория,2013-10-14,03:00,12,14,облачно; без осадков,766,87,северо-восточный,2
Саки,2013-10-14,03:00,11,13,облачно; без осадков,767,90,восточный,1
Керчь,2013-10-14,03:00,9,11,малооблачно; без осадков,764,88,северо-западный,3
Красноперекопск,2013-10-14,03:00,11,13,пасмурно; без осадков,767,87,западный,1
Щелкино,2013-10-14,03:00,8,10,малооблачно; без осадков,764,88,северо-западный,3
Симферополь,2013-10-14,03:00,7,9,малооблачно; без осадков,746,94,южный,1
Судак,2013-10-14,03:00,9,11,ясно; без осадков,765,83,северо-западный,1
Феодосия,2013-10-14,03:00,9,11,ясно; без осадков,767,87,северо-западный,1
Армянск,2013-10-14,03:00,10,12,пасмурно; без осадков,767,87,западный,1
Черноморское,2013-10-14,03:00,11,13,пасмурно; без осадков,767,87,северный,2
Севастополь,2013-10-14,03:00,13,15,облачно; без осадков,768,88,восточный,1
Ялта,2013-10-15,03:00,12,14,малооблачно; без осадков,767,89,восточный,1
Алушта,2013-10-15,03:00,11,13,малооблачно; без осадков,762,90,юго-восточный,1
Бахчисарай,2013-10-15,03:00,6,8,малооблачно; без осадков,749,92,юго-восточный,1
Джанкой,2013-10-15,03:00,6,8,облачно; без осадков,767,92,юго-восточный,2
Евпатория,2013-10-15,03:00,10,12,облачно; без осадков,766,92,южный,1
Саки,2013-10-15,03:00,9,11,малооблачно; без осадков,767,93,южный,1
Керчь,2013-10-15,03:00,10,12,пасмурно; без осадков,764,87,северо-восточный,1
Красноперекопск,2013-10-15,03:00,11,13,облачно; без осадков,767,92,юго-восточный,2
Щелкино,2013-10-15,03:00,10,12,пасмурно; без осадков,765,88,восточный,1
Симферополь,2013-10-15,03:00,5,7,ясно; без осадков,746,94,юго-восточный,1
Судак,2013-10-15,03:00,9,11,малооблачно; без осадков,765,92,юго-восточный,1
Феодосия,2013-10-15,03:00,9,11,облачно; без осадков,767,91,восточный,1
Армянск,2013-10-15,03:00,8,10,облачно; без осадков,767,92,юго-восточный,1
Черноморское,2013-10-15,03:00,8,10,облачно; без осадков,767,93,юго-восточный,1
Севастополь,2013-10-15,03:00,10,12,малооблачно; без осадков,768,90,юго-восточный,1
Ялта,2013-10-13,03:00,13,15,малооблачно; без осадков,767,92,северо-восточный,2
Ялта,2013-10-13,03:00,13,15,малооблачно; без осадков,767,92,северо-восточный,2
Алушта,2013-10-13,03:00,12,14,малооблачно; без осадков,762,92,северный,1
Алушта,2013-10-13,03:00,12,14,малооблачно; без осадков,762,92,северный,1
Бахчисарай,2013-10-13,03:00,10,12,облачно; без осадков,749,92,северо-восточный,2
Бахчисарай,2013-10-13,03:00,10,12,облачно; без осадков,749,92,северо-восточный,2
Джанкой,2013-10-13,03:00,10,12,пасмурно; без осадков,767,88,северный,3
Джанкой,2013-10-13,03:00,10,12,пасмурно; без осадков,767,88,северный,3
Евпатория,2013-10-13,03:00,13,15,пасмурно; без осадков,767,86,северный,4
Евпатория,2013-10-13,03:00,13,15,пасмурно; без осадков,767,86,северный,4
Саки,2013-10-13,03:00,12,14,пасмурно; без осадков,767,89,северный,3
Саки,2013-10-13,03:00,12,14,пасмурно; без осадков,767,89,северный,3
Керчь,2013-10-13,03:00,10,12,пасмурно; без осадков,764,90,северный,4
Керчь,2013-10-13,03:00,10,12,пасмурно; без осадков,764,90,северный,4
Красноперекопск,2013-10-13,03:00,12,14,пасмурно; без осадков,767,84,северный,3
Красноперекопск,2013-10-13,03:00,12,14,пасмурно; без осадков,767,84,северный,3
Щелкино,2013-10-13,03:00,10,12,пасмурно; без осадков,764,90,северный,3
Щелкино,2013-10-13,03:00,10,12,пасмурно; без осадков,764,90,северный,3
Симферополь,2013-10-13,03:00,9,11,облачно; без осадков,746,93,северный,1
Симферополь,2013-10-13,03:00,9,11,облачно; без осадков,746,93,северный,1
Судак,2013-10-13,03:00,10,12,малооблачно; без осадков,765,93,северо-западный,2
Судак,2013-10-13,03:00,10,12,малооблачно; без осадков,765,93,северо-западный,2
Феодосия,2013-10-13,03:00,10,12,облачно; без осадков,767,93,северо-западный,2
Феодосия,2013-10-13,03:00,10,12,облачно; без осадков,767,93,северо-западный,2
Армянск,2013-10-13,03:00,12,14,пасмурно; без осадков,767,83,северный,4
Армянск,2013-10-13,03:00,12,14,пасмурно; без осадков,767,83,северный,4
Черноморское,2013-10-13,03:00,10,12,пасмурно; без осадков,768,83,северный,5
Черноморское,2013-10-13,03:00,10,12,пасмурно; без осадков,768,83,северный,5
Севастополь,2013-10-13,03:00,12,14,малооблачно; без осадков,768,89,северный,3
Севастополь,2013-10-13,03:00,12,14,малооблачно; без осадков,768,89,северный,3
Ялта,2013-10-12,03:00,13,15,ясно; без осадков,767,89,западный,1
Ялта,2013-10-12,09:00,15,17,ясно; без осадков,767,86,северо-восточный,1
Алушта,2013-10-12,03:00,11,13,ясно; без осадков,762,89,северо-западный,1
Алушта,2013-10-12,09:00,14,16,ясно; без осадков,762,84,северный,1
Бахчисарай,2013-10-12,03:00,9,11,ясно; без осадков,748,89,северо-восточный,1
Бахчисарай,2013-10-12,09:00,11,13,ясно; без осадков,749,85,северный,2
Джанкой,2013-10-12,03:00,6,8,облачно; без осадков,767,95,западный,1
Джанкой,2013-10-12,09:00,9,11,облачно; без осадков,767,93,северо-западный,1
Евпатория,2013-10-12,03:00,11,13,ясно; без осадков,765,92,северный,2
Евпатория,2013-10-12,09:00,11,13,облачно; без осадков,767,92,северный,3
Саки,2013-10-12,03:00,10,12,ясно; без осадков,766,90,северо-восточный,1
Саки,2013-10-12,09:00,12,14,малооблачно; без осадков,767,88,северный,3
Керчь,2013-10-12,03:00,9,11,ясно; без осадков,763,93,северо-западный,3
Керчь,2013-10-12,09:00,9,11,пасмурно; без осадков,764,96,северо-западный,4
Красноперекопск,2013-10-12,03:00,7,9,облачно; без осадков,767,97,западный,1
Красноперекопск,2013-10-12,09:00,10,12,облачно; без осадков,768,95,северо-западный,1
Щелкино,2013-10-12,03:00,8,10,ясно; без осадков,764,93,северо-западный,3
Щелкино,2013-10-12,09:00,9,11,пасмурно; без осадков,764,95,северо-западный,4
Симферополь,2013-10-12,03:00,7,9,ясно; без осадков,745,87,восточный,1
Симферополь,2013-10-12,09:00,11,13,ясно; без осадков,746,81,северо-восточный,2
Судак,2013-10-12,03:00,10,12,ясно; без осадков,764,91,западный,2
Судак,2013-10-12,09:00,15,17,ясно; без осадков,764,84,северо-западный,2
Феодосия,2013-10-12,03:00,10,12,ясно; без осадков,767,92,западный,2
Феодосия,2013-10-12,09:00,14,16,малооблачно; без осадков,767,87,северо-западный,3
Армянск,2013-10-12,03:00,8,10,облачно; без осадков,767,97,западный,1
Армянск,2013-10-12,09:00,11,13,облачно; без осадков,768,94,северо-западный,2
Черноморское,2013-10-12,03:00,7,9,малооблачно; без осадков,767,95,северный,2
Черноморское,2013-10-12,09:00,6,8,облачно; без осадков,768,94,северный,4
Севастополь,2013-10-12,03:00,11,13,ясно; без осадков,767,91,северный,1
Севастополь,2013-10-12,09:00,12,14,малооблачно; без осадков,768,89,северный,2
