Ялта,2015-01-06,2:00,1,3,ясно; без осадков,757,75,северо-западный,5
Севастополь,2015-08-26,03:00,17,19,ясно; без осадков,762,56,северный,5
Ялта,2015-08-24,03:00,17,19,ясно; без осадков,757,86,западный,2
Алушта,2015-08-24,03:00,17,19,ясно; без осадков,755,77,северо-западный,2
Бахчисарай,2015-08-24,03:00,16,18,ясно; без осадков,740,74,северный,2
Джанкой,2015-08-24,03:00,18,20,малооблачно; без осадков,758,68,западный,1
Евпатория,2015-08-24,03:00,20,22,ясно; без осадков,758,67,северный,4
Саки,2015-08-24,03:00,18,20,ясно; без осадков,758,66,северный,2
Керчь,2015-08-24,03:00,19,21,пасмурно; без осадков,757,83,северный,4
Красноперекопск,2015-08-24,03:00,18,20,малооблачно; без осадков,758,73,северо-западный,3
Щелкино,2015-08-24,03:00,20,22,облачно; дождь,755,76,северный,6
Симферополь,2015-08-24,03:00,16,18,ясно; без осадков,737,80,северный,3
Судак,2015-08-24,03:00,19,21,ясно; без осадков,755,80,северный,6
Феодосия,2015-08-24,03:00,19,21,облачно; без осадков,757,84,северный,6
Армянск,2015-08-24,03:00,20,22,малооблачно; без осадков,757,65,северо-западный,5
Черноморское,2015-08-24,03:00,20,22,ясно; без осадков,758,67,северный,4
Севастополь,2015-08-24,03:00,19,21,ясно; без осадков,758,65,северный,5
Ялта,2015-08-25,03:00,20,22,ясно; без осадков,761,61,северный,2
Алушта,2015-08-25,03:00,20,22,ясно; без осадков,758,64,северный,3
Бахчисарай,2015-08-25,03:00,17,19,ясно; без осадков,743,57,северо-восточный,3
Джанкой,2015-08-25,03:00,21,23,ясно; без осадков,761,63,северный,4
Евпатория,2015-08-25,03:00,22,24,ясно; без осадков,761,58,северный,6
Саки,2015-08-25,03:00,19,21,ясно; без осадков,761,53,северный,3
Керчь,2015-08-25,03:00,22,24,ясно; без осадков,761,60,северо-восточный,7
Красноперекопск,2015-08-25,03:00,20,22,ясно; без осадков,762,58,северо-восточный,3
Щелкино,2015-08-25,03:00,22,24,ясно; без осадков,758,62,северо-восточный,8
Симферополь,2015-08-25,03:00,17,19,ясно; без осадков,740,65,северо-восточный,3
Судак,2015-08-25,03:00,22,24,ясно; без осадков,758,67,северный,5
Феодосия,2015-08-25,03:00,22,24,ясно; без осадков,761,66,северный,5
Армянск,2015-08-25,03:00,21,23,ясно; без осадков,761,59,северный,5
Черноморское,2015-08-25,03:00,21,23,ясно; без осадков,761,62,северный,4
Севастополь,2015-08-25,03:00,21,23,ясно; без осадков,761,51,северный,5
Ялта,2015-08-28,03:00,18,20,ясно; без осадков,764,68,северо-западный,1
Алушта,2015-08-28,03:00,19,21,ясно; без осадков,761,58,северо-западный,1
Бахчисарай,2015-08-28,03:00,14,16,ясно; без осадков,746,66,восточный,1
Джанкой,2015-08-28,03:00,16,18,ясно; без осадков,763,52,юго-западный,2
Евпатория,2015-08-28,03:00,21,23,ясно; без осадков,764,66,северо-восточный,1
Саки,2015-08-28,03:00,17,19,ясно; без осадков,763,62,восточный,1
Керчь,2015-08-28,03:00,22,24,ясно; без осадков,764,56,северный,2
Красноперекопск,2015-08-28,03:00,17,19,ясно; без осадков,764,90,западный,3
Щелкино,2015-08-28,03:00,24,26,ясно; без осадков,761,46,северо-западный,2
Симферополь,2015-08-28,03:00,16,18,ясно; без осадков,743,41,восточный,2
Судак,2015-08-28,03:00,18,20,ясно; без осадков,761,58,северо-западный,2
Феодосия,2015-08-28,03:00,19,21,ясно; без осадков,764,58,западный,2
Армянск,2015-08-28,03:00,19,21,ясно; без осадков,763,78,западный,3
Черноморское,2015-08-28,03:00,21,23,ясно; без осадков,763,78,западный,3
Севастополь,2015-08-28,03:00,18,20,ясно; без осадков,764,75,северо-восточный,1
Ялта,2015-08-27,03:00,19,21,ясно; без осадков,763,34,северный,2
Алушта,2015-08-27,03:00,19,21,ясно; без осадков,761,37,северо-западный,2
Бахчисарай,2015-08-27,03:00,11,13,ясно; без осадков,745,68,восточный,1
Джанкой,2015-08-27,03:00,14,16,ясно; без осадков,763,80,северо-западный,3
Евпатория,2015-08-27,03:00,19,21,ясно; без осадков,763,57,северный,4
Саки,2015-08-27,03:00,15,17,ясно; без осадков,763,58,северо-восточный,2
Керчь,2015-08-27,03:00,20,22,ясно; без осадков,763,73,северный,4
Красноперекопск,2015-08-27,03:00,17,19,ясно; без осадков,764,65,северо-западный,2
Щелкино,2015-08-27,03:00,20,22,ясно; без осадков,760,74,северный,5
Симферополь,2015-08-27,03:00,14,16,ясно; без осадков,742,44,восточный,2
Судак,2015-08-27,03:00,19,21,ясно; без осадков,761,55,северо-западный,4
Феодосия,2015-08-27,03:00,18,20,ясно; без осадков,763,69,северо-западный,5
Армянск,2015-08-27,03:00,19,21,ясно; без осадков,763,63,западный,2
Черноморское,2015-08-27,03:00,19,21,ясно; без осадков,763,74,северный,2
Севастополь,2015-08-27,03:00,16,18,ясно; без осадков,763,70,северо-восточный,2
Ялта,2015-08-31,03:00,19,21,ясно; без осадков,765,61,северо-западный,1
Алушта,2015-08-31,03:00,18,20,ясно; без осадков,763,56,северо-западный,1
Бахчисарай,2015-08-31,03:00,16,18,ясно; без осадков,747,52,восточный,2
Джанкой,2015-08-31,03:00,16,18,ясно; без осадков,765,75,северо-западный,3
Евпатория,2015-08-31,03:00,20,22,ясно; без осадков,765,60,северо-восточный,3
Саки,2015-08-31,03:00,16,18,ясно; без осадков,764,60,северо-восточный,2
Керчь,2015-08-31,03:00,21,23,ясно; без осадков,764,64,северный,4
Красноперекопск,2015-08-31,03:00,17,19,ясно; без осадков,765,78,северный,3
Щелкино,2015-08-31,03:00,21,23,ясно; без осадков,762,58,северный,5
Симферополь,2015-08-31,03:00,15,17,ясно; без осадков,744,57,восточный,2
Судак,2015-08-31,03:00,19,21,ясно; без осадков,762,61,северо-западный,3
Феодосия,2015-08-31,03:00,20,22,ясно; без осадков,764,66,северо-западный,3
Армянск,2015-08-31,03:00,19,21,ясно; без осадков,764,66,северный,3
Черноморское,2015-08-31,03:00,20,22,ясно; без осадков,764,57,восточный,1
Севастополь,2015-08-31,03:00,20,22,ясно; без осадков,765,47,северо-восточный,2
Ялта,2015-08-30,03:00,22,24,ясно; без осадков,764,60,северо-западный,1
Алушта,2015-08-30,03:00,21,23,ясно; без осадков,761,57,северо-западный,1
Бахчисарай,2015-08-30,03:00,17,19,ясно; без осадков,746,72,восточный,1
Джанкой,2015-08-30,03:00,20,22,ясно; без осадков,763,66,западный,3
Евпатория,2015-08-30,03:00,22,24,ясно; без осадков,764,81,северный,2
Саки,2015-08-30,03:00,20,22,малооблачно; без осадков,764,84,северный,1
Керчь,2015-08-30,03:00,22,24,ясно; без осадков,763,70,западный,3
Красноперекопск,2015-08-30,03:00,22,24,ясно; без осадков,764,67,западный,3
Щелкино,2015-08-30,03:00,23,25,малооблачно; без осадков,761,69,западный,4
Симферополь,2015-08-30,03:00,18,20,ясно; без осадков,743,59,восточный,1
Судак,2015-08-30,03:00,21,23,ясно; без осадков,761,69,северо-западный,2
Феодосия,2015-08-30,03:00,22,24,ясно; без осадков,763,68,западный,2
Армянск,2015-08-30,03:00,22,24,ясно; без осадков,763,64,северо-западный,4
Черноморское,2015-08-30,03:00,22,24,ясно; без осадков,764,81,северо-западный,3
Севастополь,2015-08-30,03:00,20,22,ясно; без осадков,764,81,северный,1
Ялта,2015-08-29,03:00,20,22,ясно; без осадков,764,75,северо-западный,1
Алушта,2015-08-29,03:00,20,22,ясно; без осадков,762,72,западный,1
Бахчисарай,2015-08-29,03:00,16,18,ясно; без осадков,746,84,восточный,1
Джанкой,2015-08-29,03:00,18,20,ясно; без осадков,764,83,северо-западный,2
Евпатория,2015-08-29,03:00,21,23,ясно; без осадков,764,72,северо-восточный,3
Саки,2015-08-29,03:00,17,19,ясно; без осадков,764,80,северо-восточный,2
Керчь,2015-08-29,03:00,22,24,ясно; без осадков,764,66,северо-восточный,2
Красноперекопск,2015-08-29,03:00,17,19,ясно; без осадков,764,81,северный,3
Щелкино,2015-08-29,03:00,22,24,ясно; без осадков,761,64,юго-восточный,1
Симферополь,2015-08-29,03:00,16,18,ясно; без осадков,743,77,юго-восточный,1
Судак,2015-08-29,03:00,20,22,ясно; без осадков,761,70,северо-западный,2
Феодосия,2015-08-29,03:00,21,23,ясно; без осадков,764,65,северо-западный,2
Армянск,2015-08-29,03:00,20,22,ясно; без осадков,764,70,северный,2
Черноморское,2015-08-29,03:00,21,23,ясно; без осадков,764,82,северный,1
Севастополь,2015-08-29,03:00,20,22,ясно; без осадков,764,78,северо-восточный,2
Ялта,2015-09-02,03:00,25,27,ясно; без осадков,761,38,западный,1
Алушта,2015-09-02,03:00,25,27,ясно; без осадков,758,44,западный,1
Бахчисарай,2015-09-02,03:00,17,19,ясно; без осадков,743,62,восточный,1
Джанкой,2015-09-02,03:00,19,21,ясно; без осадков,760,62,юго-западный,2
Евпатория,2015-09-02,03:00,23,25,ясно; без осадков,761,78,южный,2
Саки,2015-09-02,03:00,20,22,ясно; без осадков,760,83,южный,2
Керчь,2015-09-02,03:00,22,24,ясно; без осадков,761,66,западный,3
Красноперекопск,2015-09-02,03:00,20,22,ясно; без осадков,760,71,юго-западный,2
Щелкино,2015-09-02,03:00,22,24,ясно; без осадков,758,68,юго-западный,2
Симферополь,2015-09-02,03:00,19,21,ясно; без осадков,740,60,юго-восточный,1
Судак,2015-09-02,03:00,23,25,ясно; без осадков,758,64,юго-западный,2
Феодосия,2015-09-02,03:00,21,23,ясно; без осадков,761,80,юго-западный,1
Армянск,2015-09-02,03:00,22,24,ясно; без осадков,759,73,юго-западный,4
Черноморское,2015-09-02,03:00,22,24,ясно; без осадков,760,71,южный,4
Севастополь,2015-09-02,03:00,21,23,ясно; без осадков,761,59,юго-восточный,3
Ялта,2015-09-01,03:00,21,23,ясно; без осадков,764,57,западный,1
Алушта,2015-09-01,03:00,21,23,ясно; без осадков,761,55,западный,1
Бахчисарай,2015-09-01,03:00,16,18,ясно; без осадков,746,65,юго-восточный,2
Джанкой,2015-09-01,03:00,18,20,ясно; без осадков,762,53,юго-западный,2
Евпатория,2015-09-01,03:00,22,24,ясно; без осадков,763,80,южный,2
Саки,2015-09-01,03:00,18,20,ясно; без осадков,762,83,южный,2
Керчь,2015-09-01,03:00,20,22,ясно; без осадков,763,66,юго-западный,4
Красноперекопск,2015-09-01,03:00,21,23,ясно; без осадков,762,73,юго-западный,3
Щелкино,2015-09-01,03:00,21,23,ясно; без осадков,760,73,юго-западный,3
Симферополь,2015-09-01,03:00,17,19,ясно; без осадков,742,62,юго-восточный,2
Судак,2015-09-01,03:00,20,22,ясно; без осадков,761,76,юго-западный,3
Феодосия,2015-09-01,03:00,20,22,ясно; без осадков,763,78,юго-западный,3
Армянск,2015-09-01,03:00,22,24,ясно; без осадков,761,75,юго-западный,5
Черноморское,2015-09-01,03:00,22,24,ясно; без осадков,762,75,юго-западный,3
Севастополь,2015-09-01,03:00,19,21,ясно; без осадков,763,73,юго-восточный,2
Ялта,2015-09-03,03:00,23,25,ясно; без осадков,758,49,северо-западный,1
Алушта,2015-09-03,03:00,23,25,ясно; без осадков,757,49,западный,1
Бахчисарай,2015-09-03,03:00,17,19,ясно; без осадков,741,63,восточный,1
Джанкой,2015-09-03,03:00,18,20,ясно; без осадков,758,67,юго-западный,2
Евпатория,2015-09-03,03:00,22,24,ясно; без осадков,758,85,северо-восточный,2
Саки,2015-09-03,03:00,18,20,ясно; без осадков,758,72,северо-восточный,2
Керчь,2015-09-03,03:00,22,24,ясно; без осадков,759,63,юго-западный,3
Красноперекопск,2015-09-03,03:00,19,21,ясно; без осадков,758,81,юго-западный,3
Щелкино,2015-09-03,03:00,21,23,ясно; без осадков,756,76,южный,3
Симферополь,2015-09-03,03:00,20,22,ясно; без осадков,737,50,восточный,3
Судак,2015-09-03,03:00,24,26,ясно; без осадков,756,54,западный,1
Феодосия,2015-09-03,03:00,20,22,ясно; без осадков,758,76,юго-западный,2
Армянск,2015-09-03,03:00,21,23,ясно; без осадков,758,79,юго-западный,3
Черноморское,2015-09-03,03:00,22,24,ясно; без осадков,758,73,южный,3
Севастополь,2015-09-03,03:00,20,22,ясно; без осадков,758,70,восточный,2
Ялта,2015-09-05,03:00,25,27,ясно; без осадков,759,40,северо-западный,1
Алушта,2015-09-05,03:00,25,27,ясно; без осадков,757,41,северо-западный,1
Бахчисарай,2015-09-05,03:00,18,20,ясно; без осадков,741,60,восточный,1
Джанкой,2015-09-05,03:00,19,21,ясно; без осадков,758,75,западный,2
Евпатория,2015-09-05,03:00,23,25,ясно; без осадков,759,75,северо-восточный,2
Саки,2015-09-05,03:00,20,22,ясно; без осадков,758,73,северо-восточный,2
Керчь,2015-09-05,03:00,25,27,ясно; без осадков,758,83,северо-западный,2
Красноперекопск,2015-09-05,03:00,22,24,ясно; без осадков,759,70,западный,2
Щелкино,2015-09-05,03:00,24,26,ясно; без осадков,756,86,западный,4
Симферополь,2015-09-05,03:00,19,21,ясно; без осадков,738,53,юго-восточный,1
Судак,2015-09-05,03:00,23,25,ясно; без осадков,756,60,северо-западный,3
Феодосия,2015-09-05,03:00,23,25,ясно; без осадков,758,55,северо-западный,4
Армянск,2015-09-05,03:00,23,25,ясно; без осадков,758,63,западный,2
Черноморское,2015-09-05,03:00,22,24,ясно; без осадков,758,81,северный,1
Севастополь,2015-09-05,03:00,21,23,ясно; без осадков,758,64,северо-восточный,2
Ялта,2015-09-04,03:00,25,27,ясно; без осадков,758,37,северо-западный,1
Алушта,2015-09-04,03:00,24,26,ясно; без осадков,755,42,северо-западный,1
Бахчисарай,2015-09-04,03:00,17,19,ясно; без осадков,740,67,восточный,2
Джанкой,2015-09-04,03:00,18,20,ясно; без осадков,758,81,западный,3
Евпатория,2015-09-04,03:00,22,24,ясно; без осадков,758,76,северный,3
Саки,2015-09-04,03:00,18,20,ясно; без осадков,757,95,северо-восточный,2
Керчь,2015-09-04,03:00,24,26,ясно; без осадков,758,75,северо-западный,2
Красноперекопск,2015-09-04,03:00,20,22,ясно; без осадков,758,78,северо-западный,2
Щелкино,2015-09-04,03:00,24,26,ясно; без осадков,755,75,западный,3
Симферополь,2015-09-04,03:00,18,20,ясно; без осадков,737,58,восточный,1
Судак,2015-09-04,03:00,25,27,ясно; без осадков,755,51,северо-западный,1
Феодосия,2015-09-04,03:00,22,24,ясно; без осадков,758,63,западный,2
Армянск,2015-09-04,03:00,22,24,ясно; без осадков,757,68,северо-западный,2
Черноморское,2015-09-04,03:00,22,24,ясно; без осадков,758,84,северо-западный,3
Севастополь,2015-09-04,03:00,20,22,ясно; без осадков,758,84,северо-восточный,2
Ялта,2015-09-08,03:00,19,21,ясно; без осадков,761,60,северный,1
Алушта,2015-09-08,03:00,19,21,ясно; без осадков,758,61,северо-западный,1
Бахчисарай,2015-09-08,03:00,13,15,ясно; без осадков,743,74,северо-восточный,2
Бахчисарай,2015-09-08,15:00,24,26,ясно; без осадков,743,31,западный,3
Бахчисарай,2015-09-08,15:00,24,26,ясно; без осадков,743,31,западный,3
Бахчисарай,2015-09-08,15:00,24,26,ясно; без осадков,743,31,западный,3
Бахчисарай,2015-09-08,15:00,24,26,ясно; без осадков,743,31,западный,3
Джанкой,2015-09-08,03:00,16,18,ясно; без осадков,761,68,северо-западный,2
Джанкой,2015-09-08,15:00,25,27,ясно; без осадков,761,28,северный,3
Джанкой,2015-09-08,15:00,25,27,ясно; без осадков,761,28,северный,3
Джанкой,2015-09-08,15:00,25,27,ясно; без осадков,761,28,северный,3
Джанкой,2015-09-08,15:00,25,27,ясно; без осадков,761,28,северный,3
Евпатория,2015-09-08,03:00,20,22,ясно; без осадков,761,60,северо-западный,3
Евпатория,2015-09-08,15:00,22,24,ясно; без осадков,761,43,западный,5
Евпатория,2015-09-08,15:00,22,24,ясно; без осадков,761,43,западный,5
Евпатория,2015-09-08,15:00,22,24,ясно; без осадков,761,43,западный,5
Евпатория,2015-09-08,15:00,22,24,ясно; без осадков,761,43,западный,5
Саки,2015-09-08,03:00,17,19,ясно; без осадков,761,70,северный,2
Керчь,2015-09-08,03:00,21,23,пасмурно; без осадков,761,67,юго-западный,3
Керчь,2015-09-08,15:00,21,23,пасмурно; без осадков,761,59,северо-восточный,3
Керчь,2015-09-08,15:00,21,23,пасмурно; без осадков,761,59,северо-восточный,3
Керчь,2015-09-08,15:00,21,23,пасмурно; без осадков,761,59,северо-восточный,3
Керчь,2015-09-08,15:00,21,23,пасмурно; без осадков,761,59,северо-восточный,3
Красноперекопск,2015-09-08,03:00,16,18,ясно; без осадков,761,75,северный,2
Щелкино,2015-09-08,03:00,21,23,малооблачно; без осадков,758,64,западный,3
Симферополь,2015-09-08,03:00,15,17,ясно; без осадков,740,64,юго-восточный,1
Симферополь,2015-09-08,15:00,24,26,облачно; без осадков,740,32,северо-западный,2
Симферополь,2015-09-08,15:00,24,26,облачно; без осадков,740,32,северо-западный,2
Симферополь,2015-09-08,15:00,24,26,облачно; без осадков,740,32,северо-западный,2
Симферополь,2015-09-08,15:00,24,26,облачно; без осадков,740,32,северо-западный,2
Судак,2015-09-08,03:00,19,21,малооблачно; без осадков,758,58,северо-западный,3
Судак,2015-09-08,15:00,22,24,облачно; без осадков,758,55,юго-восточный,1
Судак,2015-09-08,15:00,22,24,облачно; без осадков,758,55,юго-восточный,1
Судак,2015-09-08,15:00,22,24,облачно; без осадков,758,55,юго-восточный,1
Судак,2015-09-08,15:00,22,24,облачно; без осадков,758,55,юго-восточный,1
Феодосия,2015-09-08,03:00,19,21,малооблачно; без осадков,761,72,западный,3
Феодосия,2015-09-08,15:00,22,24,облачно; без осадков,761,57,юго-восточный,1
Феодосия,2015-09-08,15:00,22,24,облачно; без осадков,761,57,юго-восточный,1
Феодосия,2015-09-08,15:00,22,24,облачно; без осадков,761,57,юго-восточный,1
Феодосия,2015-09-08,15:00,22,24,облачно; без осадков,761,57,юго-восточный,1
Армянск,2015-09-08,03:00,18,20,ясно; без осадков,761,62,северный,3
Армянск,2015-09-08,15:00,22,24,ясно; без осадков,761,37,юго-западный,2
Армянск,2015-09-08,15:00,22,24,ясно; без осадков,761,37,юго-западный,2
Армянск,2015-09-08,15:00,22,24,ясно; без осадков,761,37,юго-западный,2
Армянск,2015-09-08,15:00,22,24,ясно; без осадков,761,37,юго-западный,2
Черноморское,2015-09-08,03:00,19,21,ясно; без осадков,761,66,северо-западный,3
Черноморское,2015-09-08,15:00,22,24,малооблачно; без осадков,761,47,западный,3
Черноморское,2015-09-08,15:00,22,24,малооблачно; без осадков,761,47,западный,3
Черноморское,2015-09-08,15:00,22,24,малооблачно; без осадков,761,47,западный,3
Черноморское,2015-09-08,15:00,22,24,малооблачно; без осадков,761,47,западный,3
Севастополь,2015-09-08,03:00,18,20,ясно; без осадков,761,68,северный,3
Ялта,2015-09-06,03:00,28,30,ясно; без осадков,758,36,восточный,1
Алушта,2015-09-06,03:00,25,27,ясно; без осадков,756,47,западный,1
Бахчисарай,2015-09-06,03:00,19,21,ясно; без осадков,740,60,восточный,2
Джанкой,2015-09-06,03:00,18,20,ясно; без осадков,757,69,южный,2
Евпатория,2015-09-06,03:00,23,25,ясно; без осадков,758,90,южный,1
Саки,2015-09-06,03:00,20,22,ясно; без осадков,757,87,юго-восточный,2
Керчь,2015-09-06,03:00,23,25,ясно; без осадков,758,90,южный,5
Красноперекопск,2015-09-06,03:00,19,21,ясно; без осадков,757,87,южный,3
Щелкино,2015-09-06,03:00,23,25,ясно; без осадков,755,89,южный,5
Симферополь,2015-09-06,03:00,20,22,ясно; без осадков,737,55,юго-восточный,2
Судак,2015-09-06,03:00,24,26,ясно; без осадков,755,62,юго-западный,1
Феодосия,2015-09-06,03:00,22,24,ясно; без осадков,758,93,южный,3
Армянск,2015-09-06,03:00,22,24,ясно; без осадков,756,87,южный,3
Черноморское,2015-09-06,03:00,22,24,ясно; без осадков,757,80,юго-восточный,4
Севастополь,2015-09-06,03:00,21,23,ясно; без осадков,758,67,юго-восточный,2
Ялта,2015-09-07,03:00,23,25,ясно; без осадков,756,62,западный,1
Алушта,2015-09-07,03:00,22,24,ясно; без осадков,754,60,западный,1
Бахчисарай,2015-09-07,03:00,20,22,облачно; без осадков,739,72,юго-восточный,2
Джанкой,2015-09-07,03:00,22,24,ясно; без осадков,755,86,юго-западный,3
Евпатория,2015-09-07,03:00,23,25,пасмурно; без осадков,756,93,западный,4
Саки,2015-09-07,03:00,22,24,облачно; без осадков,755,87,юго-западный,2
Керчь,2015-09-07,03:00,22,24,ясно; без осадков,757,91,южный,5
Красноперекопск,2015-09-07,03:00,22,24,ясно; без осадков,756,80,северо-западный,4
Щелкино,2015-09-07,03:00,22,24,ясно; без осадков,754,91,южный,4
Симферополь,2015-09-07,03:00,21,23,малооблачно; без осадков,736,65,южный,2
Судак,2015-09-07,03:00,21,23,малооблачно; без осадков,754,95,юго-западный,2
Феодосия,2015-09-07,03:00,22,24,ясно; без осадков,756,93,южный,3
Армянск,2015-09-07,03:00,21,23,ясно; без осадков,755,80,северо-западный,5
Черноморское,2015-09-07,03:00,22,24,ясно; без осадков,756,80,северо-западный,5
Севастополь,2015-09-07,03:00,23,25,пасмурно; без осадков,756,81,юго-восточный,3
Ялта,2015-09-13,03:00,18,20,пасмурно; без осадков,761,76,северный,3
Алушта,2015-09-13,03:00,17,19,пасмурно; без осадков,760,73,северный,3
Бахчисарай,2015-09-13,03:00,15,17,ясно; без осадков,744,72,северо-восточный,4
Джанкой,2015-09-13,03:00,18,20,пасмурно; без осадков,764,62,северо-восточный,7
Евпатория,2015-09-13,03:00,19,21,пасмурно; без осадков,763,64,северо-восточный,9
Саки,2015-09-13,03:00,17,19,малооблачно; без осадков,762,59,северо-восточный,7
Керчь,2015-09-13,03:00,18,20,малооблачно; без осадков,762,67,северо-восточный,9
Красноперекопск,2015-09-13,03:00,18,20,пасмурно; без осадков,764,60,северо-восточный,7
Щелкино,2015-09-13,03:00,18,20,пасмурно; без осадков,760,67,северо-восточный,10
Симферополь,2015-09-13,03:00,15,17,ясно; без осадков,741,71,северо-восточный,6
Судак,2015-09-13,03:00,18,20,пасмурно; без осадков,759,66,северный,7
Феодосия,2015-09-13,03:00,18,20,пасмурно; без осадков,762,62,северный,7
Армянск,2015-09-13,03:00,19,21,ясно; без осадков,764,60,северо-восточный,8
Черноморское,2015-09-13,03:00,18,20,ясно; без осадков,763,61,северо-восточный,7
Севастополь,2015-09-13,03:00,17,19,ясно; без осадков,761,71,северный,6
Ялта,2015-09-10,03:00,16,18,ясно; без осадков,765,65,северный,2
Алушта,2015-09-10,03:00,16,18,ясно; без осадков,763,63,северо-западный,2
Бахчисарай,2015-09-10,03:00,15,17,ясно; без осадков,747,51,северо-восточный,3
Джанкой,2015-09-10,03:00,16,18,ясно; без осадков,766,59,северный,4
Евпатория,2015-09-10,03:00,18,20,ясно; без осадков,766,60,северный,6
Саки,2015-09-10,03:00,16,18,ясно; без осадков,765,55,северо-восточный,4
Керчь,2015-09-10,03:00,21,23,малооблачно; без осадков,765,63,северный,5
Красноперекопск,2015-09-10,03:00,16,18,ясно; без осадков,766,60,северный,3
Щелкино,2015-09-10,03:00,20,22,ясно; без осадков,762,63,северный,7
Симферополь,2015-09-10,03:00,15,17,ясно; без осадков,744,57,северо-восточный,3
Судак,2015-09-10,03:00,18,20,ясно; без осадков,763,59,северо-западный,5
Феодосия,2015-09-10,03:00,18,20,ясно; без осадков,765,67,северо-западный,4
Армянск,2015-09-10,03:00,18,20,ясно; без осадков,766,58,северо-восточный,5
Черноморское,2015-09-10,03:00,18,20,ясно; без осадков,765,58,северо-восточный,5
Севастополь,2015-09-10,03:00,18,20,ясно; без осадков,765,51,северо-восточный,4
Ялта,2015-09-11,03:00,19,21,ясно; без осадков,764,50,северный,2
Алушта,2015-09-11,03:00,18,20,ясно; без осадков,762,54,северный,2
Бахчисарай,2015-09-11,03:00,15,17,ясно; без осадков,746,52,северо-восточный,3
Джанкой,2015-09-11,03:00,18,20,ясно; без осадков,765,60,северный,4
Евпатория,2015-09-11,03:00,18,20,ясно; без осадков,765,61,северо-восточный,7
Саки,2015-09-11,03:00,16,18,ясно; без осадков,764,57,северо-восточный,4
Керчь,2015-09-11,03:00,19,21,ясно; без осадков,764,78,северо-восточный,6
Красноперекопск,2015-09-11,03:00,17,19,ясно; без осадков,766,55,северо-восточный,4
Щелкино,2015-09-11,03:00,19,21,ясно; без осадков,762,75,северо-восточный,7
Симферополь,2015-09-11,03:00,15,17,ясно; без осадков,743,57,северо-восточный,4
Судак,2015-09-11,03:00,19,21,ясно; без осадков,762,68,северный,5
Феодосия,2015-09-11,03:00,19,21,ясно; без осадков,764,77,северный,4
Армянск,2015-09-11,03:00,18,20,ясно; без осадков,765,56,северный,7
Черноморское,2015-09-11,03:00,18,20,ясно; без осадков,764,60,северо-восточный,6
Севастополь,2015-09-11,03:00,18,20,ясно; без осадков,764,55,северо-восточный,4
Ялта,2015-09-09,03:00,19,21,пасмурно; без осадков,762,72,северо-западный,1
Алушта,2015-09-09,03:00,18,20,пасмурно; без осадков,760,69,северо-западный,1
Бахчисарай,2015-09-09,03:00,15,17,пасмурно; без осадков,745,67,северный,1
Джанкой,2015-09-09,03:00,17,19,облачно; без осадков,763,61,северо-западный,2
Евпатория,2015-09-09,03:00,19,21,ясно; без осадков,763,65,северный,5
Саки,2015-09-09,03:00,18,20,облачно; без осадков,762,61,северный,3
Керчь,2015-09-09,03:00,20,22,облачно; дождь,763,67,северо-западный,4
Красноперекопск,2015-09-09,03:00,17,19,ясно; без осадков,763,68,северный,2
Щелкино,2015-09-09,03:00,20,22,пасмурно; без осадков,760,61,северный,4
Симферополь,2015-09-09,03:00,15,17,пасмурно; без осадков,742,65,северный,1
Судак,2015-09-09,03:00,19,21,пасмурно; без осадков,760,73,северо-западный,2
Феодосия,2015-09-09,03:00,19,21,пасмурно; без осадков,762,72,северо-западный,2
Армянск,2015-09-09,03:00,18,20,ясно; без осадков,762,63,северо-западный,3
Черноморское,2015-09-09,03:00,19,21,малооблачно; без осадков,762,64,северный,3
Севастополь,2015-09-09,03:00,19,21,облачно; без осадков,762,64,северный,4
Ялта,2015-09-12,03:00,20,22,ясно; без осадков,763,75,северо-восточный,3
Ялта,2015-09-12,03:00,20,22,ясно; без осадков,763,75,северо-восточный,3
Ялта,2015-09-12,03:00,20,22,ясно; без осадков,763,75,северо-восточный,3
Ялта,2015-09-12,03:00,20,22,ясно; без осадков,763,75,северо-восточный,3
Ялта,2015-09-12,03:00,20,22,ясно; без осадков,763,75,северо-восточный,3
Алушта,2015-09-12,03:00,19,21,ясно; без осадков,761,74,северо-восточный,2
Алушта,2015-09-12,03:00,19,21,ясно; без осадков,761,74,северо-восточный,2
Алушта,2015-09-12,03:00,19,21,ясно; без осадков,761,74,северо-восточный,2
Алушта,2015-09-12,03:00,19,21,ясно; без осадков,761,74,северо-восточный,2
Алушта,2015-09-12,03:00,19,21,ясно; без осадков,761,74,северо-восточный,2
Бахчисарай,2015-09-12,03:00,17,19,ясно; без осадков,744,69,северо-восточный,3
Бахчисарай,2015-09-12,03:00,17,19,ясно; без осадков,744,69,северо-восточный,3
Бахчисарай,2015-09-12,03:00,17,19,ясно; без осадков,744,69,северо-восточный,3
Бахчисарай,2015-09-12,03:00,17,19,ясно; без осадков,744,69,северо-восточный,3
Бахчисарай,2015-09-12,03:00,17,19,ясно; без осадков,744,69,северо-восточный,3
Джанкой,2015-09-12,03:00,19,21,ясно; без осадков,764,74,северо-восточный,5
Джанкой,2015-09-12,03:00,19,21,ясно; без осадков,764,74,северо-восточный,5
Джанкой,2015-09-12,03:00,19,21,ясно; без осадков,764,74,северо-восточный,5
